timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
20660857,20470645,20470645,1.4137697689875495e-05,2.9031467420281842e-05,0,1e-04,1e-04,0.0081411125,0.0123246815,0.008311635,0.012466951,0.00026346263,0.00025784652,0.027951559,0.06545573,0.02714474,0.060769152,0,0,1
