timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
153690686,153606210,-5.3817472,-5.3308554,0.75
154713230,154706138,-5.577668,-5.52593,0.72
155755721,155726422,-6.0692835,-6.012912,0.75
156778256,156718180,-5.51573,-5.4645686,0.78000003
157755913,157731788,-5.4609585,-5.4102855,0.86
158798407,158757505,-5.840928,-5.7867274,0.91
159746122,159719732,-5.2059875,-5.157632,1.0
160748720,160722456,-5.9501896,-5.894936,1.0
161766265,161721822,-7.2513604,-7.184227,0.95
162778832,162693036,-6.209184,-6.15157,0.93
163781424,163756315,1.801268,1.7844923,1.0
164769053,164728309,-3.7897692,-3.7546742,1.0
165751695,165718695,-5.0948157,-5.0464206,1.0
166744301,166718257,-7.0308623,-6.964002,1.0
167767023,167740639,-6.567695,-6.505523,1.0
168754628,168722828,-8.248755,-8.170572,1.0
169742263,169718219,-3.49502,-3.461381,1.0
170794538,170762710,-5.4530907,-5.4005437,1.0
171782155,171746304,-3.7897682,-3.753268,1.0
172769079,172743057,-5.3417006,-5.2891335,1.0
173793647,173767386,-3.2399719,-3.207374,1.0
174778788,174758607,-5.7295833,-5.6722574,1.0
175783646,175755308,-6.2321944,-6.1696186,1.0
176749099,176725150,-4.9811625,-4.9302273,1.0
177763783,177726080,-7.8485937,-7.7689056,1.0
178758806,178734153,-8.704702,-8.615061,1.0
179743947,179732149,-10.816551,-10.704921,1.0
180783216,180761031,-7.3882523,-7.31043,1.0
181783132,181746094,-7.930241,-7.8471575,1.0
182788007,182743510,-2.1843972,-2.1612182,0.98
183768254,183732900,-8.580482,-8.489657,1.0
184718827,184692152,-6.266553,-6.200122,1.0
185758173,185732136,-4.65433,-4.605065,1.0
186767900,186741557,-0.436953,-0.43233883,1.0
187767837,187746538,-4.497923,-4.450362,1.0
188762791,188731100,-5.357756,-5.301184,1.0
189777472,189743202,-8.248755,-8.161329,1.0
190762587,190723847,-7.426901,-7.3467045,1.0
191762512,191714965,-4.4659867,-4.417613,1.0
192787021,192763940,-8.161526,-8.073107,1.0
193762313,193729397,-7.793686,-7.7081122,1.0
194742524,194714995,-4.7456985,-4.6937165,1.0
195767046,195737040,-6.567695,-6.4954267,1.0
196796537,196761185,-7.0714645,-6.9930015,1.0
197796385,197765059,-8.048494,-7.9611363,1.0
198747000,198711153,-9.043448,-8.943265,1.0
199727212,199700717,-8.73753,-8.64255,1.0
200712302,200691629,-6.0219293,-5.9567986,1.0
201712195,201687445,-5.6541367,-5.5931134,1.0
202790946,202762892,-5.779335,-5.716929,0.99
203790789,203779417,-5.2606926,-5.2037883,0.99
204756210,204735993,-6.435595,-6.366178,1.0
205751176,205723133,-3.4121206,-3.3754609,1.0
206765839,206745132,-7.6546955,-7.572761,1.0
207790357,207771961,-8.753896,-8.660489,0.99
208750837,208709701,-9.246932,-9.14848,0.98
209735966,209706189,-8.802817,-8.709196,1.0
210760460,210735186,-7.1118345,-7.036412,1.0
211765278,211703534,-6.729175,-6.6580424,0.97
212784893,212727528,-8.605469,-8.515137,0.98
213745355,213720876,2.0256958,2.0045564,1.0
214755112,214716207,-0.436953,-0.4323157,0.93
215745453,215720040,-4.23568,-4.190782,0.99
216774563,216746977,-4.654329,-4.6053467,1.0
217769523,217765332,1.2356453,1.2226797,0.91
218744786,218732119,-6.435595,-6.368467,0.95
219690562,219664220,-7.0104733,-6.9375668,1.0
220724850,220687184,-4.319342,-4.2747006,1.0
221749356,221724744,3.180497,3.1477365,0.99
222793573,222768724,-5.219719,-5.166225,1.0
223763904,223720463,-4.864855,-4.8153405,0.97
224753947,224749989,7.165299,7.092745,0.86
225768582,225749476,-5.421497,-5.3667283,0.93
226778352,226734349,-7.280911,-7.207665,0.96
227797978,227794853,-7.5416584,-7.46628,0.92
228748545,228736268,-5.3417006,-5.2887235,0.98
229777945,229736066,1.6346198,1.6185033,0.93
230699011,230668718,-6.3007245,-6.239084,0.96
231753072,231719539,-6.8660536,-6.799368,0.95
232787434,232737475,-7.1118345,-7.04293,0.98
233728219,233685467,-1.5290871,-1.5142628,0.94
234654179,234560381,-4.36877,-4.3256106,0.91
235791969,235786681,3.4399576,3.4060163,0.99
236732736,236653636,-7.1198816,-7.0500555,0.98
237791722,237766741,-6.9797783,-6.910007,1.0
238747252,238724489,-6.3007245,-6.2378054,1.0
239756978,239681839,-8.019986,-7.9402657,0.96
240786396,240732209,-5.926083,-5.8673563,0.89
241786338,241748728,-7.766087,-7.6893487,0.99
242736884,242710168,-5.178419,-5.1273494,0.98
243741682,243696587,-6.5239587,-6.460067,0.99
244766206,244644708,-7.710592,-7.6352563,0.85
245780824,245755730,-7.5416584,-7.4684863,0.95
246785630,246685828,-8.143969,-8.064785,0.92
247691932,247677657,-6.886871,-6.8199573,0.99
248736120,248729853,-8.091065,-8.014332,0.9
249750736,249639067,-7.6920047,-7.617819,0.92
250735853,250717325,-6.3007245,-6.239667,0.95
251784936,251779379,-7.3103423,-7.2398067,0.91
252755249,252728492,-7.617202,-7.5432906,0.94
253794524,253751592,-7.0308633,-6.9620686,0.92
254759904,254735164,-8.605469,-8.521068,0.98
255774536,255763027,-9.461175,-9.368022,0.95
256754715,256717000,-7.3396554,-7.2673945,0.99
