timestamp,nav_state,failure
152399307,0,0
152928615,0,0
152963870,15,0
153466603,15,0
153975382,15,0
154482703,15,0
154983093,15,0
155491868,15,0
156000533,15,0
156507719,15,0
157008164,15,0
157516831,15,0
158025737,15,0
158531717,15,0
159033193,15,0
159542034,15,0
160049744,15,0
160555690,15,0
161058554,15,0
161567126,15,0
162073735,15,0
162574722,15,0
163083442,15,0
163591712,15,0
164097692,15,0
164599891,15,0
165108670,15,0
165615693,15,0
166116287,15,0
166624987,15,0
167134414,15,0
167640722,15,0
168141361,15,0
168650056,15,0
169159183,15,0
169664818,15,0
170166392,15,0
170675187,15,0
171184002,15,0
171689738,15,0
172191497,15,0
172701408,15,0
173202951,15,0
173715230,15,0
174257061,15,0
174798913,15,0
175311190,15,0
175823531,15,0
176365247,15,0
176877538,15,0
177380088,15,0
177892181,15,0
178404459,15,0
178946282,15,0
179468411,15,0
180010263,15,0
180522503,15,0
181032723,15,0
181538875,15,0
182039672,15,0
182550693,15,0
183054403,15,0
183562695,15,0
184069149,15,0
184571693,15,0
185080693,15,0
185586694,15,0
186088593,15,0
186598710,15,0
187104690,15,0
187605669,15,0
188116694,15,0
188620656,15,0
189128733,15,0
189432110,3,0
189989736,3,0
190492117,3,0
190994558,3,0
191506827,3,0
192009200,3,0
192521500,3,0
193023859,3,0
193526267,3,0
194038830,3,0
194541131,3,0
195043326,3,0
195555777,3,0
196058405,3,0
196560603,3,0
197072978,3,0
197575156,3,0
198087337,3,0
198589847,3,0
199092209,3,0
199604747,3,0
200106797,3,0
200609205,3,0
201121668,3,0
201624142,3,0
202126305,3,0
202638655,3,0
203141214,3,0
203653307,3,0
204156038,3,0
204658160,3,0
205170493,3,0
205672827,3,0
206175358,3,0
206687659,3,0
207189825,3,0
207692285,3,0
208204494,3,0
208706872,3,0
209219208,3,0
209721568,3,0
210224077,3,0
210736271,3,0
211238751,3,0
211741052,3,0
212253313,3,0
212755736,3,0
213267978,3,0
213770705,3,0
214273036,3,0
214785203,3,0
215287416,3,0
215789987,3,0
216302145,3,0
216804546,3,0
217316860,3,0
217819340,3,0
218321665,3,0
218834094,3,0
219336573,3,0
219838698,3,0
220350856,3,0
220853415,3,0
221365506,3,0
221868216,3,0
222370372,3,0
222882721,3,0
223385005,3,0
223897318,3,0
224399940,3,0
224902181,3,0
225414502,3,0
225916781,3,0
226419566,3,0
226931543,3,0
227433894,3,0
227946040,3,0
228448431,3,0
228950821,3,0
229463045,3,0
229965538,3,0
230467917,3,0
230980256,3,0
231482502,3,0
231984922,3,0
232497249,3,0
232999641,3,0
233512091,3,0
234014628,3,0
234516715,3,0
235028896,3,0
235531549,3,0
236033948,3,0
236545976,3,0
237048503,3,0
237550754,3,0
238063213,3,0
238565389,3,0
239078073,3,0
239580171,3,0
240082621,3,0
240594822,3,0
241097155,3,0
241599542,3,0
242111723,3,0
242614355,3,0
243126529,3,0
243629141,3,0
244131160,3,0
244643387,3,0
245145828,3,0
245648325,3,0
246160871,3,0
246662852,3,0
247175158,3,0
247677573,3,0
248180056,3,0
248692156,3,0
249194734,3,0
249697062,3,0
250209192,3,0
250711590,3,0
251214132,3,0
251727122,3,0
252228770,3,0
252740937,3,0
253243604,3,0
253745619,3,0
254258068,3,0
254760322,3,0
255262736,3,0
255774969,3,0
256277343,3,0
256779875,3,0
257291970,3,0
257794740,3,0
258306548,3,0
258809423,3,0
259311354,3,0
259823671,3,0
260326350,3,0
260828763,3,0
261340786,3,0
261843130,3,0
262345537,3,0
262887203,3,0
263389713,3,0
263892166,3,0
264404269,3,0
264906754,3,0
265419024,3,0
265921342,3,0
266423709,3,0
266936164,3,0
267438708,3,0
267940735,3,0
268453021,3,0
268955383,3,0
269457963,3,0
269970079,3,0
270472339,3,0
270984756,3,0
271486956,3,0
271989468,3,0
272501714,3,0
273004432,3,0
273516301,3,0
274019068,3,0
274299279,15,0
274815691,15,0
275319159,15,0
275828721,15,0
276334709,15,0
276836164,15,0
277348410,15,0
277853729,15,0
278359714,15,0
278866765,15,0
279367609,15,0
279878758,15,0
280382285,15,0
280890708,15,0
281397027,15,0
281899233,15,0
282408700,15,0
282914695,15,0
283416321,15,0
283926692,15,0
284432763,15,0
284933485,15,0
285444711,15,0
285947952,15,0
286456702,15,0
286962711,15,0
287464895,15,0
287974691,15,0
288480690,15,0
288982147,15,0
289492696,15,0
289996742,15,0
290498994,15,0
291011166,15,0
291513681,15,0
292022735,15,0
292528706,15,0
293030549,15,0
293540736,15,0
294045250,15,0
294547576,15,0
295058715,15,0
295562176,15,0
296070709,15,0
296577013,15,0
297079723,15,0
297588692,15,0
298094692,15,0
298596493,15,0
299106690,15,0
299610889,15,0
300113230,15,0
300624692,15,0
301127917,15,0
301636691,15,0
