timestamp,voltage5v_v,voltage_payload_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid,payload_v_valid
153257860,5.261691,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
153757873,5.26582,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
154257925,5.265216,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
154757859,5.2622952,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
155257860,5.220703,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
155767859,5.2715607,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
156257859,5.2657194,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
156757969,5.248297,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
157257859,5.2564545,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
157757860,5.2679353,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
158257860,5.2558503,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
158757859,5.268237,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
159267859,5.2326875,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
159757860,5.2608857,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
160257861,5.2460814,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
160757877,5.241449,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
161257863,5.208014,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
161757859,5.2399383,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
162257860,5.255548,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
162767860,5.270352,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
163257860,5.2712584,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
163757872,5.2415495,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
164257859,5.2185884,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
164757879,5.24165,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
165258252,5.221408,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
165757859,5.2225156,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
166267913,5.2294645,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
166757859,5.2634034,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
167257881,5.1629972,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
167757859,5.262698,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
168257859,5.237723,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
168757859,5.232184,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
169257860,5.2560515,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
169767860,5.2629,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
170257860,5.243463,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
170757859,5.2477937,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
171257860,5.267834,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
171757860,5.241046,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
172257861,5.252124,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
172757860,5.2701507,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
173267861,5.2362123,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
173757859,5.2550445,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
174257860,5.2546415,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
174757859,5.244269,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
175257859,5.2456784,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
175757860,5.250714,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
176257860,5.242657,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
176767859,5.2533326,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
177257859,5.2611876,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
177757860,5.2577634,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
178257859,5.2405424,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
178757860,5.263806,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
179257859,5.2474914,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
179757860,5.2421536,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
180267860,5.273474,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
180757860,5.2552457,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
181257860,5.257562,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
181757866,5.2568574,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
182257860,5.251822,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
182757860,5.236716,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
183257859,5.2679353,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
183767860,5.251419,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
184257912,5.2501097,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
184757860,5.253735,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
185257861,5.243262,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
185757869,5.2636046,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
186257861,5.235205,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
186757860,5.2368164,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
187267859,5.257965,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
187758118,5.240643,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
