timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
152780005,-5.577668,-5.5973907,-5.5444455,nan,nan,0.0,0.0,0.0,1,1
152880037,-5.3684316,-5.3874145,-5.336476,nan,nan,0.0,0.0,0.0,1,1
152980004,-5.4740505,-5.493407,-5.441493,nan,nan,0.0,0.0,0.0,1,1
153180003,-5.500137,-5.519585,-5.4673758,nan,nan,0.0,0.0,0.0,1,1
153380004,-5.577668,-5.5973907,-5.5443826,nan,nan,0.0,0.0,0.0,1,1
153580005,-5.7295856,-5.7498455,-5.696474,nan,nan,0.0,0.0,0.0,1,1
153780003,-5.3817472,-5.400777,-5.349725,nan,nan,0.0,0.0,0.0,1,1
153980003,-5.779335,-5.799771,-5.7458997,nan,nan,0.0,0.0,0.0,1,1
154180003,-5.926083,-5.9470377,-5.890726,nan,nan,0.0,0.0,0.0,1,1
154380003,-5.926083,-5.9470377,-5.8908076,nan,nan,0.0,0.0,0.0,1,1
154580002,-5.9741983,-5.995323,-5.939658,nan,nan,0.0,0.0,0.0,1,1
154780004,-5.577668,-5.5973907,-5.54542,nan,nan,0.0,0.0,0.0,1,1
154980052,-5.4214983,-5.4406686,-5.38924,nan,nan,0.0,0.0,0.0,1,1
155180003,-5.3148365,-5.3336296,-5.284108,nan,nan,0.0,0.0,0.0,1,1
155380004,-5.3817472,-5.400777,-5.3496914,nan,nan,0.0,0.0,0.0,1,1
155580003,-5.9139934,-5.934905,-5.879838,nan,nan,0.0,0.0,0.0,1,1
155780003,-6.0692835,-6.0907445,-6.0341635,nan,nan,0.0,0.0,0.0,1,1
155980008,-5.8775744,-5.8983574,-5.843615,nan,nan,0.0,0.0,0.0,1,1
156180017,-5.577668,-5.5973907,-5.545441,nan,nan,0.0,0.0,0.0,1,1
156380003,-5.577668,-5.5973907,-5.545455,nan,nan,0.0,0.0,0.0,1,1
156580003,-5.7295833,-5.749843,-5.6965003,nan,nan,0.0,0.0,0.0,1,1
156780005,-5.51573,-5.5352335,-5.4839025,nan,nan,0.0,0.0,0.0,1,1
156980003,-5.729584,-5.749844,-5.696451,nan,nan,0.0,0.0,0.0,1,1
157180003,-5.729584,-5.749844,-5.69648,nan,nan,0.0,0.0,0.0,1,1
157380003,-5.500137,-5.519585,-5.4683714,nan,nan,0.0,0.0,0.0,1,1
157580003,-5.6919856,-5.7121124,-5.6591196,nan,nan,0.0,0.0,0.0,1,1
157780003,-5.4609585,-5.4802685,-5.429413,nan,nan,0.0,0.0,0.0,1,1
157980003,-5.679396,-5.6994786,-5.6465464,nan,nan,0.0,0.0,0.0,1,1
158180003,-5.8775744,-5.8983574,-5.8437247,nan,nan,0.0,0.0,0.0,1,1
158380003,-5.9741983,-5.995323,-5.9396734,nan,nan,0.0,0.0,0.0,1,1
158580003,-6.0219293,-6.043223,-5.9871583,nan,nan,0.0,0.0,0.0,1,1
158780008,-5.293245,-5.3119617,-5.2626348,nan,nan,0.0,0.0,0.0,1,1
158980003,-5.729584,-5.749844,-5.6965585,nan,nan,0.0,0.0,0.0,1,1
159180003,-5.8775754,-5.8983583,-5.8436303,nan,nan,0.0,0.0,0.0,1,1
159380003,-6.6003065,-6.6236453,-6.562163,nan,nan,0.0,0.0,0.0,1,1
159580003,-7.271075,-7.2967854,-7.229064,nan,nan,0.0,0.0,0.0,1,1
159780003,-5.2059875,-5.2243958,-5.1759405,nan,nan,0.0,0.0,0.0,1,1
159980003,-5.3148355,-5.3336287,-5.2841606,nan,nan,0.0,0.0,0.0,1,1
160180022,-4.745697,-4.762478,-4.71823,nan,nan,0.0,0.0,0.0,1,1
160380003,6.4058585,6.4285097,6.368839,nan,nan,0.0,0.0,0.0,1,1
160580161,-2.96305,-2.9735272,-2.9458895,nan,nan,0.0,0.0,0.0,1,1
160780004,-5.9501896,-5.9712296,-5.915766,nan,nan,0.0,0.0,0.0,1,1
160980003,-6.435595,-6.458351,-6.3982987,nan,nan,0.0,0.0,0.0,1,1
161180006,-4.4176445,-4.433265,-4.3921037,nan,nan,0.0,0.0,0.0,1,1
161380003,-4.6234703,-4.6398187,-4.5967855,nan,nan,0.0,0.0,0.0,1,1
161580003,-5.926083,-5.9470377,-5.8917103,nan,nan,0.0,0.0,0.0,1,1
161780003,-7.2513604,-7.277001,-7.2095175,nan,nan,0.0,0.0,0.0,1,1
161980003,2.6663656,2.675794,2.6509333,nan,nan,0.0,0.0,0.0,1,1
162180003,-5.8775744,-5.8983574,-5.8437467,nan,nan,0.0,0.0,0.0,1,1
162380010,-5.6287637,-5.648667,-5.5961647,nan,nan,0.0,0.0,0.0,1,1
162580003,-5.0948157,-5.112831,-5.0654364,nan,nan,0.0,0.0,0.0,1,1
162780003,-6.209184,-6.2311397,-6.1732388,nan,nan,0.0,0.0,0.0,1,1
162980003,-6.4021435,-6.4247813,-6.365097,nan,nan,0.0,0.0,0.0,1,1
163180003,-7.191895,-7.217325,-7.1501975,nan,nan,0.0,0.0,0.0,1,1
163380003,-7.426901,-7.453162,-7.3839803,nan,nan,0.0,0.0,0.0,1,1
163580003,-5.779335,-5.799771,-5.7457914,nan,nan,0.0,0.0,0.0,1,1
163780003,-3.868276,-3.881954,-3.8458,nan,nan,0.0,0.0,0.0,1,1
163980003,-5.3148355,-5.3336287,-5.2840676,nan,nan,0.0,0.0,0.0,1,1
164180003,-6.541488,-6.5646186,-6.5036597,nan,nan,0.0,0.0,0.0,1,1
164380003,-7.1118345,-7.136982,-7.0708947,nan,nan,0.0,0.0,0.0,1,1
164580003,-7.7383885,-7.7657514,-7.6938324,nan,nan,0.0,0.0,0.0,1,1
164780003,-3.7897692,-3.8031697,-3.7678347,nan,nan,0.0,0.0,0.0,1,1
164980008,-5.804052,-5.824575,-5.770488,nan,nan,0.0,0.0,0.0,1,1
165180003,-7.8485928,-7.876345,-7.8018045,nan,nan,0.0,0.0,0.0,1,1
165380023,-6.24596,-6.268046,-6.208539,nan,nan,0.0,0.0,0.0,1,1
165580003,-7.271075,-7.2967854,-7.227557,nan,nan,0.0,0.0,0.0,1,1
165780003,-5.0948157,-5.112831,-5.064387,nan,nan,0.0,0.0,0.0,1,1
165980003,-3.7326815,-3.7458801,-3.7102108,nan,nan,0.0,0.0,0.0,1,1
166180003,-2.4905915,-2.4993982,-2.4755888,nan,nan,0.0,0.0,0.0,1,1
166380007,-5.178419,-5.19673,-5.1473165,nan,nan,0.0,0.0,0.0,1,1
166580003,-6.3685164,-6.3910356,-6.330321,nan,nan,0.0,0.0,0.0,1,1
166780003,-7.0308623,-7.055723,-6.9885626,nan,nan,0.0,0.0,0.0,1,1
166980003,-6.729176,-6.75297,-6.6889687,nan,nan,0.0,0.0,0.0,1,1
167180003,-7.919403,-7.947406,-7.872252,nan,nan,0.0,0.0,0.0,1,1
167380003,-6.632759,-6.6562123,-6.5933433,nan,nan,0.0,0.0,0.0,1,1
167580003,-5.3417006,-5.3605886,-5.3097034,nan,nan,0.0,0.0,0.0,1,1
167780004,-6.567695,-6.5909185,-6.528461,nan,nan,0.0,0.0,0.0,1,1
167980003,-5.3013525,-5.320098,-5.2698355,nan,nan,0.0,0.0,0.0,1,1
168180003,-7.0714645,-7.096469,-7.029309,5.3260946,5.275689,0.0,0.0,0.0,1,1
168380003,-5.205989,-5.224397,-5.1747785,5.619988,5.5666127,0.0,0.0,0.0,1,1
168580004,-6.3007245,-6.323004,-6.26303,5.9103956,5.8543363,0.0,0.0,0.0,1,1
168780004,-8.248755,-8.277923,-8.199509,5.7015615,5.6475534,0.0,0.0,0.0,1,1
168980005,-10.033902,-10.069382,-9.974049,5.7395897,5.68525,0.0,0.0,0.0,1,1
169180017,-7.0308633,-7.055724,-6.9887657,5.8668647,5.8111887,0.0,0.0,0.0,1,1
169380019,-9.773737,-9.808297,-9.713751,5.8164577,5.7603908,0.0,0.0,0.0,1,1
169580003,-3.868276,-3.881954,-3.8446069,5.3613744,5.3097944,0.0,0.0,0.0,1,1
169780003,-3.49502,-3.5073783,-3.4736176,5.543565,5.4902043,0.0,0.0,0.0,1,1
169980003,-6.8242297,-6.84836,-6.782474,5.5737133,5.5200906,0.0,0.0,0.0,1,1
170180003,-7.0714645,-7.096469,-7.028231,5.8131886,5.7572904,0.0,0.0,0.0,1,1
170380004,-4.2693405,-4.2844367,-4.243239,5.5502424,5.4968724,0.0,0.0,0.0,1,1
170580003,-9.184802,-9.217279,-9.128579,6.043547,5.985389,0.0,0.0,0.0,1,1
170780003,-9.641023,-9.675114,-9.581743,6.3371353,6.275978,0.0,0.0,0.0,1,1
170980003,-7.5416584,-7.5683255,-7.495513,6.63395,6.570127,0.0,0.0,0.0,1,1
171180003,-6.7610097,-6.7849164,-6.7196236,6.452563,6.390469,0.0,0.0,0.0,1,1
171380005,-8.580482,-8.610822,-8.527498,6.829051,6.7629685,0.0,0.0,0.0,1,1
171580003,-6.5019803,-6.524971,-6.4618635,6.9354258,6.8683486,0.0,0.0,0.0,1,1
171780003,-7.465349,-7.4917464,-7.4196057,6.8505073,6.7845416,0.0,0.0,0.0,1,1
171980003,-9.184802,-9.217279,-9.128637,6.6400785,6.5762205,0.0,0.0,0.0,1,1
172180003,-7.912169,-7.9401464,-7.861959,6.748655,6.6822,0.0,0.0,0.0,1,1
172380003,-7.9842095,-8.012442,-7.9336514,6.71312,6.647107,0.0,0.0,0.0,1,1
172580003,-5.679396,-5.6994786,-5.6435037,6.564325,6.4998565,0.0,0.0,0.0,1,1
172780004,-5.3417006,-5.3605886,-5.307882,7.1869516,7.1162877,0.0,0.0,0.0,1,1
172980003,-3.8086073,-3.8220744,-3.7842903,7.3884172,7.3153777,0.0,0.0,0.0,1,1
173180003,-8.037815,-8.0662365,-7.9866366,7.253204,7.1816273,0.0,0.0,0.0,1,1
173380004,-8.222685,-8.2517605,-8.170473,6.781949,6.7151413,0.0,0.0,0.0,1,1
173580003,-5.2197175,-5.2381744,-5.186365,6.96174,6.8928843,0.0,0.0,0.0,1,1
173780003,-4.0099998,-4.024179,-3.983631,6.8061,6.7375207,0.0,0.0,0.0,1,1
173980003,nan,nan,nan,nan,nan,0.0,-2.3439064,1.0689157e-32,0,-1
174180015,nan,nan,nan,nan,nan,0.0,-4.023812,1.0855774e-32,0,-1
174380004,nan,nan,nan,nan,nan,0.0,-0.73588616,1.0982801e-32,0,-1
174580004,nan,nan,nan,nan,nan,0.0,0.7652096,1.1149395e-32,0,-1
174780004,nan,nan,nan,nan,nan,0.0,-0.6909137,1.1276392e-32,0,-1
174980004,nan,nan,nan,nan,nan,0.0,-0.7431429,1.1450897e-32,0,-1
175180003,nan,nan,nan,nan,nan,0.0,-0.734517,1.1577839e-32,0,-1
175380004,nan,nan,nan,nan,nan,0.0,-0.004398287,1.1744465e-32,0,-1
175580003,nan,nan,nan,nan,nan,0.0,-2.686109,1.1871411e-32,0,-1
175780003,nan,nan,nan,nan,nan,0.0,-1.8958241,1.2038193e-32,0,-1
175980003,nan,nan,nan,nan,nan,0.0,0.7640521,1.2165192e-32,0,-1
176180051,nan,nan,nan,nan,nan,0.0,0.44634408,1.2353533e-32,0,-1
176380003,nan,nan,nan,nan,nan,0.0,-1.6624585,1.2607622e-32,0,-1
176580003,nan,nan,nan,nan,nan,0.0,-2.199697,1.2940944e-32,0,-1
176780004,nan,nan,nan,nan,nan,0.0,0.11774785,1.3194824e-32,0,-1
176980003,nan,nan,nan,nan,nan,0.0,0.8871552,1.3528052e-32,0,-1
177180035,nan,nan,nan,nan,nan,0.0,-1.9776906,1.3782003e-32,0,-1
177380003,nan,nan,nan,nan,nan,0.0,0.0679511,1.4035984e-32,0,-1
177580003,nan,nan,nan,nan,nan,0.0,0.0035844191,1.4385114e-32,0,-1
177780003,nan,nan,nan,nan,nan,0.0,-0.15301588,1.4638922e-32,0,-1
177980003,nan,nan,nan,nan,nan,0.0,-2.6749446,1.4972179e-32,0,-1
