timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
18009747,0,0,0,0,0,0
18517082,0,0,0,0,0,0
19022825,0,0,0,0,0,0
19528699,0,0,0,0,0,0
20035691,0,0,0,0,0,0
20542182,0,0,0,0,0,0
21048705,0,0,0,0,0,0
21554690,0,0,0,0,0,0
22060708,0,0,0,0,0,0
22566860,0,0,0,0,0,0
23072693,0,0,0,0,0,0
23578968,0,0,0,0,0,0
24084691,0,0,0,0,0,0
24590691,0,0,0,0,0,0
25096694,0,0,0,0,0,0
25602692,0,0,0,0,0,0
26108690,0,0,0,0,0,0
26614713,0,0,0,0,0,0
27120690,0,0,0,0,0,0
27626691,0,0,0,0,0,0
28132821,0,0,0,0,0,0
28638753,0,0,0,0,0,0
29144711,0,0,0,0,0,0
29650692,0,0,0,0,0,0
30156692,0,0,0,0,0,0
30662690,0,0,0,0,0,0
31168699,0,0,0,0,0,0
31674704,0,0,0,0,0,0
32180691,0,0,0,0,0,0
32687711,0,0,0,0,0,0
33194889,0,0,0,0,0,0
33700690,0,0,0,0,0,0
34206691,0,0,0,0,0,0
34712692,0,0,0,0,0,0
35218691,0,0,0,0,0,0
35724690,0,0,0,0,0,0
36230692,0,0,0,0,0,0
36736690,0,0,0,0,0,0
37242748,0,0,0,0,0,0
37748774,0,0,0,0,0,0
38254702,0,0,0,0,0,0
38760709,0,0,0,0,0,0
39266690,0,0,0,0,0,0
39772690,0,0,0,0,0,0
40278690,0,0,0,0,0,0
40785839,0,0,0,0,0,0
41291807,0,0,0,0,0,0
41797691,0,0,0,0,0,0
42303696,0,0,0,0,0,0
42809690,0,0,0,0,0,0
43315690,0,0,0,0,0,0
43821714,0,0,0,0,0,0
44327693,0,0,0,0,0,0
44833691,0,0,0,0,0,0
45339887,0,0,0,0,0,0
45845695,0,0,0,0,0,0
46351832,0,0,0,0,0,0
46857710,0,0,0,0,0,0
47363691,0,0,0,0,0,0
47869708,0,0,0,0,0,0
48375690,0,0,0,0,0,0
48882808,0,0,0,0,0,0
49388690,0,0,0,0,0,0
49894712,0,0,0,0,0,0
50401713,0,0,0,0,0,0
50907876,0,0,0,0,0,0
51413690,0,0,0,0,0,0
51919699,0,0,0,0,0,0
52425690,0,0,0,0,0,0
52931701,0,0,0,0,0,0
53437694,0,0,0,0,0,0
53943689,0,0,0,0,0,0
54449692,0,0,0,0,0,0
54955696,0,0,0,0,0,0
55461690,0,0,0,0,0,0
55967691,0,0,0,0,0,0
56473856,0,0,0,0,0,0
56979690,0,0,0,0,0,0
57485693,0,0,0,0,0,0
57991788,0,0,0,0,0,0
58497690,0,0,0,0,0,0
59003710,0,0,0,0,0,0
59509692,0,0,0,0,0,0
60015692,0,0,0,0,0,0
60521699,0,0,0,0,0,0
61027690,0,0,0,0,0,0
61533691,0,0,0,0,0,0
62039755,0,0,0,0,0,0
62545752,0,0,0,0,0,0
63052712,0,0,0,0,0,0
63558710,0,0,0,0,0,0
64064690,0,0,0,0,0,0
64571701,0,0,0,0,0,0
65077692,0,0,0,0,0,0
65583709,0,0,0,0,0,0
66089690,0,0,0,0,0,0
66596209,0,0,0,0,0,0
67101691,0,0,0,0,0,0
67607691,0,0,0,0,0,0
68113691,0,0,0,0,0,0
68619691,0,0,0,0,0,0
69125690,0,0,0,0,0,0
69631701,0,0,0,0,0,0
70137737,0,0,0,0,0,0
70643691,0,0,0,0,0,0
71149692,0,0,0,0,0,0
71656713,0,0,0,0,0,0
72162692,0,0,0,0,0,0
72668691,0,0,0,0,0,0
73174690,0,0,0,0,0,0
73680691,0,0,0,0,0,0
74186826,0,0,0,0,0,0
74692695,0,0,0,0,0,0
75199283,0,0,0,0,0,0
75704691,0,0,0,0,0,0
76210712,0,0,0,0,0,0
76716710,0,0,0,0,0,0
77222709,0,0,0,0,0,0
77728727,0,0,0,0,0,0
78234690,0,0,0,0,0,0
78740715,0,0,0,0,0,0
79246765,0,0,0,0,0,0
79752849,0,0,0,0,0,0
80258691,0,0,0,0,0,0
80765247,0,0,0,0,0,0
81270692,0,0,0,0,0,0
81776712,0,0,0,0,0,0
82282710,0,0,0,0,0,0
82788691,0,0,0,0,0,0
83294691,0,0,0,0,0,0
83800691,0,0,0,0,0,0
84306690,0,0,0,0,0,0
84812691,0,0,0,0,0,0
85318800,0,0,0,0,0,0
85824692,0,0,0,0,0,0
86331453,0,0,0,0,0,0
86836690,0,0,0,0,0,0
87342691,0,0,0,0,0,0
87848694,0,0,0,0,0,0
88354694,0,0,0,0,0,0
88860690,0,0,0,0,0,0
89366692,0,0,0,0,0,0
89872690,0,0,0,0,0,0
90378690,0,0,0,0,0,0
90884699,0,0,0,0,0,0
91390690,0,0,0,0,0,0
91897156,0,0,0,0,0,0
92402691,0,0,0,0,0,0
92908830,0,0,0,0,0,0
93414691,0,0,0,0,0,0
93921708,0,0,0,0,0,0
94427691,0,0,0,0,0,0
94933691,0,0,0,0,0,0
95439703,0,0,0,0,0,0
95946005,0,0,0,0,0,0
96451700,0,0,0,0,0,0
96957749,0,0,0,0,0,0
97463690,0,0,0,0,0,0
97970691,0,0,0,0,0,0
98476690,0,0,0,0,0,0
98982692,0,0,0,0,0,0
99488695,0,0,0,0,0,0
99994693,0,0,0,0,0,0
100500693,0,0,0,0,0,0
101006691,0,0,0,0,0,0
101513836,0,0,0,0,0,0
102019691,0,0,0,0,0,0
102525692,0,0,0,0,0,0
103031699,0,0,0,0,0,0
103537690,0,0,0,0,0,0
104043710,0,0,0,0,0,0
104549934,0,0,0,0,0,0
105055695,0,0,0,0,0,0
105561721,0,0,0,0,0,0
106067704,0,0,0,0,0,0
106573690,0,0,0,0,0,0
107079711,0,0,0,0,0,0
107586693,0,0,0,0,0,0
108092691,0,0,0,0,0,0
