timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
19943923,16.157654,32.84896,15.0,182.94348,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,16.814632,17.253084,1.0,16.555534,-0.39788055,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
19953922,16.230143,32.74641,15.0,183.03444,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,16.88507,17.249441,1.0,16.159704,0.070438385,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
20144009,16.619196,32.739086,15.0,184.75842,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.273977,17.237345,1.0,16.661049,-0.04185295,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
20343922,16.362272,32.475388,15.0,186.57127,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.01178,17.223429,1.0,16.553493,-0.19122124,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
20543998,16.584328,32.75923,15.0,188.38867,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.239511,17.222677,1.0,16.56319,0.021137238,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
20743920,16.569647,32.77205,15.0,190.20026,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.225088,17.212027,1.0,16.554634,0.015012741,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
20943920,16.57974,32.4937,15.0,192.01143,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.229614,17.203245,1.0,16.604618,-0.024877548,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
21144052,16.536613,32.532158,15.0,193.82199,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.187256,17.197958,1.0,16.223295,0.31331825,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
21343920,16.531109,32.484543,15.0,195.62387,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.1808,17.195883,1.0,16.595226,-0.06411743,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
21544105,16.589834,32.62555,15.0,197.43565,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,17.242346,17.192886,1.0,16.564543,0.025291443,6.0133185,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
