timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
77705252,77682107,5,4,1,0,0,0,0,0,0,0,0,0,0,0
78705353,78681990,5,4,1,0,0,0,0,0,0,0,0,0,0,0
79707613,79684361,5,4,1,0,0,0,0,0,0,0,0,0,0,0
80729587,80706462,5,4,1,0,0,0,0,0,0,0,0,0,0,0
81751640,81728626,5,4,1,0,0,0,0,0,0,0,0,0,0,0
82773749,82750555,5,4,1,0,0,0,0,0,0,0,0,0,0,0
83793289,83770201,5,4,1,0,0,0,0,0,0,0,0,0,0,0
84812920,84789767,5,4,1,0,0,0,0,0,0,0,0,0,0,0
85832495,85809366,5,4,1,0,0,0,0,0,0,0,0,0,0,0
86852116,86828987,5,4,1,0,0,0,0,0,0,0,0,0,0,0
87852227,87828903,5,4,1,0,0,0,0,0,0,0,0,0,0,0
88871593,88848479,5,4,1,0,0,0,0,0,0,0,0,0,0,0
89893678,89870575,5,4,1,0,0,0,0,0,0,0,0,0,0,0
90915768,90892635,5,4,1,0,0,0,0,0,0,0,0,0,0,0
91935344,91912272,5,4,1,0,0,0,0,0,0,0,0,0,0,0
92954935,92931852,5,4,1,0,0,0,0,0,0,0,0,0,0,0
93976978,93953862,5,4,1,0,0,0,0,0,0,0,0,0,0,0
94996621,94973448,5,4,1,0,0,0,0,0,0,0,0,0,0,0
96016195,95993083,5,4,1,0,0,0,0,0,0,0,0,0,0,0
97018516,96995427,5,4,1,0,0,0,0,0,0,0,0,0,0,0
98040607,98017461,5,4,1,0,0,0,0,0,0,0,0,0,0,0
99062638,99039527,5,4,1,0,0,0,0,0,0,0,0,0,0,0
100082359,100059100,5,4,1,0,0,0,0,0,0,0,0,0,0,0
101104388,101081194,5,4,1,0,0,0,0,0,0,0,0,0,0,0
102126385,102103211,5,4,1,0,0,0,0,0,0,0,0,0,0,0
103146030,103122805,5,4,1,0,0,0,0,0,0,0,0,0,0,0
104167975,104144866,5,4,1,0,0,0,0,0,0,0,0,0,0,0
105187686,105164439,5,4,1,0,0,0,0,0,0,0,0,0,0,0
106209646,106186528,5,4,1,0,0,0,0,0,0,0,0,0,0,0
107229420,107206107,5,4,1,0,0,0,0,0,0,0,0,0,0,0
108251311,108228154,5,4,1,0,0,0,0,0,0,0,0,0,0,0
