timestamp,time_estimate,safe_time_estimate,valid
0,0.0,0.0,0
0,0.0,0.0,0
24282551,124.81981,237.30179,1
26307368,0.0,0.0,0
28332317,0.0,0.0,0
30357257,0.0,0.0,0
32372267,0.0,0.0,0
34397107,0.0,0.0,0
36422236,0.0,0.0,0
38446918,0.0,0.0,0
40471807,0.0,0.0,0
42496719,0.0,0.0,0
44521969,0.0,0.0,0
46546538,0.0,0.0,0
48571496,0.0,0.0,0
50606399,123.95982,236.3558,1
52621379,123.81928,236.20122,1
54646366,124.13595,236.54955,1
56671331,123.58139,235.93953,1
58696137,123.59951,235.95946,1
60721011,122.96852,235.26538,1
62746016,124.533516,236.98688,1
64770733,122.4271,234.66982,1
66796144,122.593666,234.85304,1
68820618,122.51914,234.77106,1
70845256,122.30045,234.5305,1
72864455,121.33184,233.46503,1
74893863,121.14762,233.26239,1
76913355,119.58442,231.54286,1
78932895,118.828445,230.71129,1
80962326,116.80279,228.48306,1
82981824,114.96437,226.46082,1
85011174,114.13418,225.54759,1
87030736,116.08074,227.68881,1
89059902,115.08108,226.58919,1
91079456,116.59905,228.25896,1
93109064,114.43494,225.87843,1
95128577,120.736305,232.80994,1
97157590,124.469475,236.91643,1
99177120,124.44978,236.89476,1
101206442,123.21605,235.53766,1
103226246,129.50333,242.45366,1
105255338,132.51338,245.76472,1
107274676,135.06354,248.5699,1
