timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
19946213,63.987305,121648.87,0,17,59643,65536,0,3,1,207
20947956,165.77051,165.39523,0,18,3316,65536,0,3,1,207
21948847,208.35547,104.01334,0,18,4441,65536,0,3,1,207
22949798,253.8711,84.50789,0,18,3461,65536,0,3,1,207
23950813,295.41895,73.76019,0,18,4946,65536,0,3,1,207
24951782,340.5244,68.021965,0,18,2473,65536,0,3,1,207
25953028,380.95312,63.41459,0,18,4465,65536,0,3,1,207
26953787,427.74023,61.03512,0,18,64,65536,0,3,1,207
27954786,470.08105,58.693375,0,18,106,65536,0,3,1,207
28955785,512.0,56.82513,0,18,529,65536,0,3,1,207
29956786,554.55273,55.393787,0,19,174,65536,0,3,1,207
30957858,596.9785,54.210785,0,19,159,65536,0,3,1,207
31958787,639.4082,53.22591,0,19,166,65536,0,3,1,207
32959807,681.8623,52.39404,0,19,117,65536,0,3,1,207
33960888,720.35547,51.398155,0,19,4045,65536,0,3,1,207
34961785,766.5869,51.05101,0,19,170,65536,0,3,1,207
35963223,808.68945,50.48776,0,19,170,65536,0,3,1,207
36963783,847.30273,49.788338,0,19,3778,65536,0,3,1,207
37964786,890.81445,49.437233,0,20,2276,65536,0,3,1,207
38965922,934.9336,49.15468,0,20,299,65536,0,3,1,207
39966791,977.0781,48.80241,0,20,319,65536,0,3,1,207
40967793,1019.05176,48.475246,0,20,517,65536,0,3,1,207
41968795,1061.2178,48.186558,0,20,394,65536,0,3,1,207
42969851,1100.3477,47.790993,0,20,3429,65536,0,3,1,207
43970806,1145.4102,47.67552,0,20,463,65536,0,3,1,207
44971784,1187.377,47.44555,0,20,577,65536,0,3,1,207
45972785,1229.665,47.245567,0,20,474,65536,0,3,1,207
46973785,1271.75,47.052887,0,20,425,65536,0,3,1,207
47974790,1313.8428,46.874237,0,20,478,65536,0,3,1,207
48975798,1356.2383,46.71833,0,20,266,65536,0,3,1,207
49976829,1398.2949,46.561497,0,20,425,65536,0,3,1,207
50977799,1441.6729,46.45745,0,20,679,65536,0,3,1,207
51978799,1484.623,46.346516,0,22,683,65536,0,3,1,207
52979786,1527.5576,46.24184,0,22,500,65536,0,3,1,207
53980790,1570.0645,46.13074,0,22,650,65536,0,3,1,207
