timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
54981783,1612.6426,46.028034,0,22,665,65536,0,3,1,207
55982884,1655.2139,45.930706,0,24,589,65536,0,3,1,207
56983783,1697.8164,45.839733,0,24,562,65536,0,3,1,207
57984805,1740.4365,45.753857,0,24,598,65536,0,3,1,207
58985818,1782.8164,45.66625,0,24,901,65536,0,3,1,207
59986814,1825.331,45.586407,0,25,990,65536,0,3,1,207
60987790,1868.3291,45.522255,0,25,557,65536,0,3,1,207
61988804,1910.5781,45.443302,0,25,993,65536,0,3,1,207
62990023,1953.2754,45.37822,0,25,800,65536,0,3,1,207
63990797,1996.251,45.322872,0,25,414,65536,0,3,1,207
64991787,2038.4307,45.2521,0,25,900,65536,0,3,1,207
65992792,2080.96,45.191986,0,25,904,65536,0,3,1,207
66993783,2120.1768,45.06403,0,25,4339,65536,0,3,1,207
67994808,2166.3105,45.085335,0,25,797,65536,0,3,1,207
68995789,2208.834,45.0322,0,25,953,65536,0,3,1,207
69996794,2252.6729,45.00745,0,26,1102,65536,0,3,1,207
70997796,2295.4521,44.962925,0,26,1220,65536,0,3,1,207
71998803,2338.1787,44.919094,0,26,1030,65536,0,3,1,207
72999843,2380.9795,44.878284,0,26,1030,65536,0,3,1,207
74000815,2423.6455,44.83655,0,26,1123,65536,0,3,1,207
75002295,2466.3506,44.79663,0,26,1274,65536,0,3,1,207
76002786,2509.129,44.760235,0,26,1252,65536,0,3,1,207
77003791,2551.7666,44.722244,0,26,1101,65536,0,3,1,207
78004785,2594.5967,44.688892,0,26,1048,65536,0,3,1,207
79005783,2637.3242,44.654926,0,26,1079,65536,0,3,1,207
80006875,2680.877,44.635765,0,26,510,65536,0,3,1,207
81007792,2722.8076,44.59079,0,26,1379,65536,0,3,1,207
82008794,2765.5137,44.559704,0,26,1404,65536,0,3,1,207
83009795,2808.123,44.528072,0,26,1406,65536,0,3,1,207
84010910,2851.0713,44.502636,0,26,1285,65536,0,3,1,207
85011786,2893.755,44.47408,0,26,1383,65536,0,3,1,207
86012785,2936.3066,44.444313,0,26,1615,65536,0,3,1,207
87013785,2979.1162,44.419277,0,26,1562,65536,0,3,1,207
88014784,3021.9492,44.395317,0,26,1356,65536,0,3,1,207
89015824,3064.707,44.37094,0,26,1409,65536,0,3,1,207
90016923,3107.3057,44.344955,0,26,1615,65536,0,3,1,207
91017785,3150.1904,44.32387,0,26,1485,65536,0,3,1,207
92018784,3192.9902,44.30211,0,26,1463,65536,0,3,1,207
93020300,3235.4688,44.276234,0,26,1726,65536,0,3,1,207
94020785,3276.412,44.230953,0,26,3504,65536,0,3,1,207
95021921,3319.29,44.21226,0,26,3381,65536,0,3,1,207
96022783,3363.7734,44.215324,0,26,1657,65536,0,3,1,207
97023865,3404.3975,44.168114,0,26,3842,65536,0,3,1,207
98024785,3449.2637,44.176533,0,26,1741,65536,0,3,1,207
99025784,3490.1182,44.133965,0,26,3518,65536,0,3,1,207
100026791,3536.2803,44.158737,0,26,202,65536,0,3,1,207
101027788,3575.5088,44.097385,0,26,3816,65536,0,3,1,207
102028806,3618.0293,44.07763,0,26,4177,65536,0,3,1,207
103029784,3664.5762,44.10683,0,26,255,65536,0,3,1,207
104030813,3705.4863,44.06827,0,26,2114,65536,0,3,1,207
105031781,3746.129,44.027508,0,26,4157,65536,0,3,1,207
106032782,3792.6875,44.0564,0,26,308,65536,0,3,1,207
107033786,3833.6797,44.020706,0,26,2147,65536,0,3,1,207
108034786,3878.1602,44.02543,0,26,270,65536,0,3,1,207
