timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
19933272,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
19953261,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20033237,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20132775,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20242578,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20342433,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20442187,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20541898,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20641764,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20741391,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20841170,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
20940754,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21040550,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21140257,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21240167,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21339880,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21439652,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21539377,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21639202,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21738756,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21838542,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
21938252,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
22038152,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
22137949,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
22237654,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
22337362,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
22437268,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
22536762,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
22636510,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
22736372,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
22836017,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
22935745,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23035548,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23135219,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23235043,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23334761,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23434499,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23534222,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23634055,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23733737,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23833499,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
23933223,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24033003,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24142690,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24242560,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24342203,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24442031,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24541725,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24641472,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24741182,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24841042,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
24940676,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25040474,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25140219,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25239959,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25339669,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25439462,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25539200,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25638934,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25738691,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25838423,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
25938221,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26037957,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26137679,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26237409,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26337245,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26436911,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26536678,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26636472,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26736171,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26835904,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
26935683,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27035437,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27135157,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27234962,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27334651,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27434426,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27534178,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27633919,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27733646,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27833430,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
27933150,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28032921,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28142667,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28242443,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28342124,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28441892,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28541831,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28641365,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28741117,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28840882,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
28940681,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29040363,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29140152,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29239867,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29334643,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29439355,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29539111,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29638860,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29738663,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29838360,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
29938127,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30037866,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30137624,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30237359,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30337148,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30436886,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30536604,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30636364,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30736103,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30835883,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
30935621,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31035353,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31135102,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31234929,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31334599,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31434347,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31534184,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31633858,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31733630,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31833351,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
31933116,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32032875,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32142568,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32242347,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32342072,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32441811,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32541564,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32641311,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32741144,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32840856,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
32940592,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33040309,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33140090,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33239835,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33339577,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33439307,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33539059,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33638813,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33738600,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33838305,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
33938089,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34037808,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34137600,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34237339,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34337052,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34436807,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34536564,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34636333,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34736051,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34835813,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
34935571,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35035328,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35135045,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35234806,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35334622,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35434311,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35534043,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35633798,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
35733571,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
