timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
19883683,0,0,183,181,97,69,78
20937133,0,0,186,184,93,62,78
21974233,0,0,189,189,91,64,74
22898073,0,0,187,189,98,68,78
23956008,0,0,178,175,99,78,85
24967376,0,0,181,182,97,66,86
25880688,0,0,182,182,99,78,82
26942327,0,0,182,184,93,66,82
27981736,0,0,183,184,93,67,88
28927056,0,0,184,184,95,68,93
30099083,0,0,184,186,84,70,80
31214222,0,0,185,186,70,73,77
32023659,0,0,181,179,84,70,89
32937991,0,0,181,180,92,71,81
33990611,0,0,181,179,85,67,82
34914033,0,0,180,179,96,65,82
36069937,0,0,180,178,85,67,76
36933653,0,0,180,180,96,66,85
38150964,0,0,180,180,77,68,82
38889491,0,0,184,184,98,83,83
40002984,0,0,186,185,91,65,73
40997596,0,0,186,185,91,86,78
41968461,0,0,186,186,93,66,77
43040244,0,0,184,182,80,93,79
44199546,0,0,184,182,74,77,79
45030687,0,0,184,182,97,64,76
45908687,0,0,184,181,95,85,72
46935889,0,0,184,185,91,89,73
47977151,0,0,184,185,90,76,76
48886061,0,0,184,183,97,78,77
49936020,0,0,184,185,91,66,82
50983542,0,0,172,168,90,79,83
51938098,0,0,160,162,100,69,86
52977497,0,0,153,150,97,64,79
53981293,0,0,140,137,85,83,76
54900030,0,0,146,146,97,67,72
55942085,0,0,153,150,96,78,81
56979574,0,0,156,156,96,72,73
57911679,0,0,156,155,99,78,74
58949420,0,0,149,149,93,58,75
59992820,0,0,144,139,97,64,78
60919900,0,0,134,130,95,79,83
61950675,0,0,150,151,96,78,88
62898702,0,0,154,153,93,64,82
63915014,0,0,161,158,96,62,77
64994079,0,0,169,169,95,67,78
65996284,0,0,176,178,92,75,75
66954466,0,0,178,178,97,75,75
67951733,0,0,166,164,92,65,73
68900553,0,0,164,161,98,70,82
69923697,0,0,153,148,97,80,86
70964382,0,0,154,148,93,73,84
72001476,0,0,142,137,95,92,75
72885687,0,0,140,137,96,68,86
74004687,0,0,132,129,86,88,75
74957688,0,0,127,125,88,74,80
76084253,0,0,136,131,81,67,82
76970378,0,0,138,138,90,73,73
77966173,0,0,120,120,95,82,74
79236111,0,0,129,133,66,57,76
79894456,0,0,127,130,96,65,75
80893685,0,0,129,126,96,63,82
81931277,0,0,131,131,96,76,78
82888941,0,0,131,126,97,70,75
83890682,0,0,126,124,100,72,85
84925429,0,0,125,122,99,64,75
85899387,0,0,126,122,100,84,82
86910863,0,0,121,117,90,67,78
87949664,0,0,123,118,87,58,83
88991506,0,0,115,109,90,73,74
89898970,0,0,115,109,97,61,73
90952343,0,0,108,108,96,70,70
92182029,3,0,100,108,73,82,70
93187903,4,0,104,107,72,93,87
93958128,4,0,110,111,97,67,79
94998594,4,0,107,109,93,66,82
95923281,5,0,109,109,96,98,79
96959934,5,0,107,108,96,65,82
97920935,7,0,106,106,90,86,79
98943051,8,0,107,104,95,96,79
100084003,10,0,101,104,88,78,79
101123697,13,0,99,97,75,62,82
101968345,14,0,103,102,89,63,77
103239487,14,0,97,96,63,69,75
104048157,14,0,96,96,87,55,75
104971222,15,0,95,96,94,60,75
105889083,15,0,95,96,98,69,75
107050952,17,0,94,96,88,67,75
108053044,19,0,90,89,82,61,78
