timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
20232950,0,0,-66,1,255
22258144,0,0,-66,1,255
24282512,0,0,-66,1,255
26307364,0,0,-66,1,255
28332313,0,0,-66,1,255
30357252,0,0,-66,1,255
32372262,0,0,-66,1,255
34397103,0,0,-66,1,255
36422231,0,0,-66,1,255
38446914,0,0,-66,1,255
40471803,0,0,-66,1,255
42496715,0,0,-66,1,255
44521965,0,0,-66,1,255
46546534,0,0,-66,1,255
48571492,0,0,-66,1,255
50606387,0,0,-66,1,255
52621367,0,0,-66,1,255
54646354,0,0,-66,1,255
56671319,0,0,-66,1,255
58696125,0,0,-66,1,255
60720999,0,0,-66,1,255
62745988,0,0,-66,1,255
64770721,0,0,-66,1,255
66796132,0,0,-66,1,255
68820606,0,0,-66,1,255
70844906,0,0,-66,1,255
72864443,0,0,-66,1,255
74893851,0,0,-66,1,255
76913343,0,0,-66,1,255
78932862,0,0,-66,1,255
80962314,0,0,-66,1,255
82981811,0,0,-66,1,255
85011161,0,0,-66,1,255
87030722,0,0,-66,1,255
89059888,0,0,-66,1,255
91079443,0,0,-66,1,255
93109050,0,0,-66,1,255
95128475,0,0,-66,1,255
97157576,0,0,-66,1,255
99177106,0,0,-66,1,255
101206428,0,0,-66,1,255
103226232,0,0,-66,1,255
105255323,0,0,-66,1,255
107274660,0,0,-66,1,255
