timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
107837904,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
107857855,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
107937682,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108037474,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108137223,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108246916,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108346685,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108446467,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108546216,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108645977,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108745709,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108845534,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
108945225,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109044986,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109144758,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109244516,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109344293,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109444059,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109543832,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109643545,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109743365,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109843087,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
109942885,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110042620,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110142356,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110242112,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110341913,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110441617,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110541389,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110641189,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
110740963,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
