timestamp,voltage_v,current_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,full_charge_capacity_wh,remaining_capacity_wh,nominal_voltage,internal_resistance_estimate,ocv_estimate,ocv_estimate_filtered,volt_based_soc_estimate,voltage_prediction,prediction_error,estimation_covariance_norm,capacity,cycle_count,average_time_to_empty,manufacture_date,state_of_health,max_error,interface_error,faults,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning
107846065,16.553131,0.0,15.0,0.009383824,0.90531915,1.0137113,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.553131,16.66938,0.9455752,16.581844,0.016246796,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
107855914,16.547625,0.0,15.0,0.009383824,0.9052152,1.0137266,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.547625,16.66938,0.9455752,16.581844,0.016246796,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
108045910,16.248493,0.0,15.0,0.009460141,0.89958376,1.014554,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.248493,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
108245910,16.610937,0.0,15.0,0.009460141,0.8984942,1.0147142,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.610937,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
108445910,16.542118,0.0,15.0,0.009460141,0.8974704,1.0148648,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.542118,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
108646142,16.538448,0.0,15.0,0.009460141,0.8982467,1.0147506,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.538448,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
108845915,16.60268,0.0,15.0,0.009460141,0.8954105,1.015168,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.60268,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
109045908,16.596256,0.0,15.0,0.009460141,0.89062876,1.0158725,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.596256,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
109245909,16.592587,0.0,15.0,0.009460141,0.89010423,1.0159498,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.592587,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
109445909,16.593504,0.0,15.0,0.009460141,0.8864421,1.0164901,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.593504,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
109645909,16.603598,0.0,15.0,0.009460141,0.88508123,1.016691,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.603598,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
109846120,16.559553,0.0,15.0,0.009460141,0.8838319,1.0168755,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.559553,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
110045909,16.580658,0.0,15.0,0.009460141,0.88564247,1.0166081,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.580658,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
110245932,16.588915,0.0,15.0,0.009460141,0.88552946,1.0166248,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.588915,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
110445908,16.620113,0.0,15.0,0.009460141,0.8875522,1.0163262,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052565807,16.620113,16.66937,0.94557136,16.59813,0.069698334,0.55598325,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
