timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
107847549,0.0,0.0,0.0
107850044,0.0,0.0,0.0
108047057,0.0,0.0,0.0
108246578,0.0,0.0,0.0
108451087,0.0,0.0,0.0
108650606,0.0,0.0,0.0
108850124,0.0,0.0,0.0
109049643,0.0,0.0,0.0
109249178,0.0,0.0,0.0
109448691,0.0,0.0,0.0
109648208,0.0,0.0,0.0
109850223,0.0,0.0,0.0
110049771,0.0,0.0,0.0
110249266,0.0,0.0,0.0
110448786,0.0,0.0,0.0
110648310,0.0,0.0,0.0
110847840,0.0,0.0,0.0
111047361,0.0,0.0,0.0
111249366,0.0,0.0,0.0
111448887,0.0,0.0,0.0
111648412,0.0,0.0,0.0
111847931,0.0,0.0,0.0
112047460,0.0,0.0,0.0
112246974,0.0,0.0,0.0
112446494,0.0,0.0,0.0
112651004,0.0,0.0,0.0
112850524,0.0,0.0,0.0
113050056,0.0,0.0,0.0
113249578,0.0,0.0,0.0
113449092,0.0,0.0,0.0
113648611,0.0,0.0,0.0
113848134,0.0,0.0,0.0
114050147,0.0,0.0,0.0
114249671,0.0,0.0,0.0
114449191,0.0,0.0,0.0
114648732,0.0,0.0,0.0
114848234,0.0,0.0,0.0
115047753,0.0,0.0,0.0
115247276,0.0,0.0,0.0
115449293,0.0,0.0,0.0
115648816,0.0,0.0,0.0
115848334,0.0,0.0,0.0
116047856,0.0,0.0,0.0
116247401,0.0,0.0,0.0
116446916,0.0,0.0,0.0
116646433,0.0,0.0,0.0
116850939,0.0,0.0,0.0
117050463,0.0,0.0,0.0
117249984,0.0,0.0,0.0
117449504,0.0,0.0,0.0
117649186,0.0,0.0,0.0
117848698,0.0,0.0,0.0
118048215,0.0,0.0,0.0
118250210,0.0,0.0,0.0
118449706,0.0,0.0,0.0
118649223,0.0,0.0,0.0
118848736,0.0,0.0,0.0
119048252,0.0,0.0,0.0
119247770,0.0,0.0,0.0
119447298,0.0,0.0,0.0
119649260,0.0,0.0,0.0
119848781,0.0,0.0,0.0
120048294,0.0,0.0,0.0
120247805,0.0,0.0,0.0
120447335,0.0,0.0,0.0
120646912,0.0,0.0,0.0
120846355,0.0,0.0,0.0
121050863,0.0,0.0,0.0
121250445,0.0,0.0,0.0
121449941,0.0,0.0,0.0
121649463,0.0,0.0,0.0
121848993,0.0,0.0,0.0
122048491,0.0,0.0,0.0
122248003,0.0,0.0,0.0
122450052,0.0,0.0,0.0
122649531,0.0,0.0,0.0
122849052,0.0025422215,0.008165322,-0.0072963443
123048578,-0.0040236204,-0.0017323841,-0.006618987
123248096,-0.030418927,-0.023003079,-0.0075075403
123447621,-0.051126,-0.057872403,0.0179151
123647138,-0.04898999,-0.054960977,0.025714934
123849157,-0.053383734,-0.05398897,0.022465182
124048681,-0.06631381,-0.06825524,0.020070316
124250713,-0.0722801,-0.08065935,0.018066915
124447724,-0.075539775,-0.087818295,0.015734676
124647242,-0.08418578,-0.092114225,0.014303209
124846769,-0.10995553,-0.0963095,0.013729164
125048782,-0.1280733,-0.10520837,0.0065790084
125250797,-0.14309204,-0.108743444,0.0011359662
125450315,-0.16748194,-0.1021012,-0.0031850727
125649849,-0.19050021,-0.094733015,-0.0034215301
125849357,-0.2,-0.08677232,-0.002844121
126048940,-0.2,-0.08253926,-0.0047801477
126248400,-0.2,-0.07608184,-0.0102854725
126447923,-0.2,-0.07482536,-0.015972136
126649936,-0.2,-0.0780243,-0.020120485
126849454,-0.2,-0.083343625,-0.020113772
127048978,-0.2,-0.08866995,-0.01357631
127248495,-0.1984892,-0.09847987,-0.013591178
127448018,-0.2,-0.09945595,-0.021746404
127647538,-0.2,-0.11068141,-0.03371915
127847074,-0.19796841,-0.111405164,-0.039535373
128049075,-0.2,-0.10453613,-0.047874246
128248594,-0.2,-0.1155146,-0.062101282
128448116,-0.2,-0.12745924,-0.07498318
128647635,-0.2,-0.13164021,-0.088669
128847156,-0.19732513,-0.13021363,-0.1052038
129046678,-0.1984857,-0.13574627,-0.12387614
129246196,-0.2,-0.14211692,-0.14511317
129450704,-0.2,-0.15162124,-0.17436196
129650223,-0.19521627,-0.15627657,-0.2
129849742,-0.1949967,-0.15802012,-0.2
130049262,-0.19956733,-0.16737513,-0.2
130248789,-0.18576685,-0.1518794,-0.2
130448320,-0.18449737,-0.13064013,-0.18664236
130647820,-0.2,-0.085755005,-0.15897171
130849835,-0.19999819,-0.08124536,-0.18489778
131049353,-0.2,-0.094077684,-0.1824795
131248870,-0.2,-0.07951357,-0.18542156
131448392,-0.2,-0.057616092,-0.1847428
131647912,-0.2,-0.029395755,-0.18379742
131847442,-0.2,-0.0005477321,-0.18211286
132046968,-0.2,0.019166894,-0.18070379
132251462,-0.2,0.040024187,-0.17947957
132450998,-0.2,0.06045708,-0.178245
132650497,-0.2,0.081312805,-0.1769708
132850017,-0.2,0.1014351,-0.1756381
133049541,0.0,0.0,0.0
133249058,0.0,0.0,0.0
133446084,0.0,0.0,0.0
133650657,0.0,0.0,0.0
133850111,0.0,0.0,0.0
134049634,0.0,0.0,0.0
134249152,0.0,0.0,0.0
134448678,0.0,0.0,0.0
134648197,0.0,0.0,0.0
134847716,0.0,0.0,0.0
135049733,0.0,0.0,0.0
135249250,0.0,0.0,0.0
135448775,0.0,0.0,0.0
