timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
106059677,0,0,0,0,0,0
106565832,0,0,0,0,0,0
107071683,0,0,0,0,0,0
107577682,0,0,0,0,0,0
108081682,0,0,0,0,0,0
108587682,0,0,0,0,0,0
109093690,0,0,0,0,0,0
109599851,0,0,0,0,0,0
110105681,0,0,0,0,0,0
110611689,0,0,0,0,0,0
111117681,0,0,0,0,0,0
111623744,0,0,0,0,0,0
112129703,0,0,0,0,0,0
112636683,0,0,0,0,0,0
113142682,0,0,0,0,0,0
113648841,0,0,0,0,0,0
114154687,0,0,0,0,0,0
114660681,0,0,0,0,0,0
115166680,0,0,0,0,0,0
115672681,0,0,0,0,0,0
116178682,0,0,0,0,0,0
116684681,0,0,0,0,0,0
117190680,0,0,0,0,0,0
117696681,0,0,0,0,0,0
118203187,0,0,0,0,0,0
118708681,0,0,0,0,0,0
119214700,0,0,0,0,0,0
119720700,0,0,0,0,0,0
120226684,0,0,0,0,0,0
120732682,0,0,0,0,0,0
121238681,0,0,0,0,0,0
121744782,0,0,0,0,0,0
122250775,0,0,0,0,0,0
122756701,0,0,0,0,0,0
123262681,0,0,0,0,0,0
123768682,0,0,0,0,0,0
124274696,0,0,0,0,0,0
124781681,0,0,0,0,0,0
125287682,0,0,0,0,0,0
125793691,0,0,0,0,0,0
126299681,0,0,0,0,0,0
126805681,0,0,0,0,0,0
127311681,0,0,0,0,0,0
127817683,0,0,0,0,0,0
128323728,0,0,0,0,0,0
128829807,0,0,0,0,0,0
129335681,0,0,0,0,0,0
129841682,0,0,0,0,0,0
130347681,0,0,0,0,0,0
130853690,0,0,0,0,0,0
131359681,0,0,0,0,0,0
131865680,0,0,0,0,0,0
132371682,0,0,0,0,0,0
132878108,0,0,0,0,0,0
133384090,0,0,0,0,0,0
133889682,0,0,0,0,0,0
134395701,0,0,0,0,0,0
134903461,0,0,0,0,0,0
135408682,0,0,0,0,0,0
