timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
107720963,-0.03200979,0,0,0,0,0,0,0,0,0,0
108224692,-0.032968655,0,0,0,0,0,0,0,0,0,0
108730691,-0.030010717,0,0,0,0,0,0,0,0,0,0
109236961,-0.025858685,0,0,0,0,0,0,0,0,0,0
109742690,-0.02250212,0,0,0,0,0,0,0,0,0,0
110248707,-0.12916623,0,0,0,0,0,0,0,0,0,0
110754712,-0.111007065,0,0,0,0,0,0,0,0,0,0
111260704,-0.16347696,0,0,0,0,0,0,0,0,0,0
111766884,-0.14402469,0,0,0,0,0,0,0,0,0,0
112272690,-0.123214446,0,0,0,0,0,0,0,0,0,0
112779691,-0.10764522,0,0,0,0,0,0,0,0,0,0
113285690,-0.10141048,0,0,0,0,0,0,0,0,0,0
113791690,-0.09808074,0,0,0,0,0,0,0,0,0,0
114297837,-0.07996775,0,0,0,0,0,0,0,0,0,0
114803700,-0.06717674,0,0,0,0,0,0,0,0,0,0
115310391,-0.06415651,0,0,0,0,0,0,0,0,0,0
115815690,-0.059014086,0,0,0,0,0,0,0,0,0,0
116321690,-0.11038356,0,0,0,0,0,0,0,0,0,0
116827887,-0.1270647,0,0,0,0,0,0,0,0,0,0
117333700,-0.11219958,0,0,0,0,0,0,0,0,0,0
117839691,-0.100315094,0,0,0,0,0,0,0,0,0,0
118345691,-0.08876172,0,0,0,0,0,0,0,0,0,0
118851918,-0.08834382,0,0,0,0,0,0,0,0,0,0
119357871,-0.108183205,0,0,0,0,0,0,0,0,0,0
119863971,-0.1833493,0,0,0,0,0,0,0,0,0,0
120369712,-0.24251312,0,0,0,0,0,0,0,0,0,0
120875690,-0.28661722,0,0,0,0,0,0,0,0,0,0
121381690,-0.2923483,0,0,0,0,0,0,0,0,0,0
121887837,-0.336902,0,0,0,0,0,0,0,0,0,0
122393698,-0.38092476,0,0,0,0,0,0,0,0,0,0
122899689,-0.4155405,0,0,0,0,0,0,0,0,0,0
123405691,-0.36857185,0,0,0,0,0,0,0,0,0,0
123911690,-0.6241652,0,0,0,0,0,0,0,0,0,0
124418748,-0.978666,0,0,0,0,0,0,0,0,0,0
124924690,-1.317206,0,0,0,0,0,0,0,0,0,0
125430706,-1.6189753,0,0,0,0,0,0,0,0,0,0
125936743,-1.8337079,0,0,0,0,0,0,0,0,0,0
126442736,-2.0372374,0,0,0,0,0,0,0,0,0,0
126948694,-2.1753652,0,0,0,0,0,0,0,0,0,0
127454728,-2.383269,0,0,0,0,0,0,0,0,0,0
127960691,-2.5682678,0,0,0,0,0,0,0,0,0,0
128466708,-2.6744041,0,0,0,0,0,0,0,0,0,0
128972691,-2.7952714,0,0,0,0,0,0,0,0,0,0
129478691,-2.9020586,0,0,0,0,0,0,0,0,0,0
129985203,-2.9626071,0,0,0,0,0,0,0,0,0,0
130490799,-2.7534256,0,0,0,0,0,0,0,0,0,0
130996691,-2.412919,0,0,0,0,0,0,0,0,0,0
131502692,-2.1722813,0,0,0,0,0,0,0,0,0,0
132008690,-1.9656943,0,0,0,0,0,0,0,0,0,0
132514691,-1.7761741,0,0,0,0,0,0,0,0,0,0
133020691,-1.6397067,0,0,0,0,0,0,0,0,0,0
133526690,-1.4804972,0,0,0,0,0,0,0,0,0,0
134032693,-1.3361641,0,0,0,0,0,0,0,0,0,0
134538690,-1.2058566,0,0,0,0,0,0,0,0,0,0
134626849,-1.1812531,0,0,0,0,0,0,0,0,0,0
134639477,-1.1812531,0,0,0,0,0,0,0,0,0,0
135144693,-1.0683668,0,0,0,0,0,0,0,0,0,0
