timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
54579689,512,0,190,2,0,255,0
55374879,512,0,190,2,0,255,0
58606942,512,0,190,2,0,255,0
59223502,512,0,190,2,0,255,0
60187231,512,0,190,2,0,255,0
63424199,512,0,190,2,0,255,0
74787594,512,0,190,2,0,255,0
94201373,512,0,190,2,0,255,0
