timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
107847569,107847428,0.86794037,0.13205987,-0.069262736,nan,nan,nan,nan,nan
107850064,107849922,0.8648582,0.13514203,-0.07082128,nan,nan,nan,nan,nan
107949811,107949682,0.8204348,0.17956543,-0.077712946,nan,nan,nan,nan,nan
108047077,108046949,0.7863077,0.21369258,-0.15327041,nan,nan,nan,nan,nan
108149327,108149203,0.77417153,0.2258287,-0.2213882,nan,nan,nan,nan,nan
108246598,108246470,0.79074824,0.209252,-0.21754178,nan,nan,nan,nan,nan
108348852,108348724,0.8077378,0.19226238,-0.19145498,nan,nan,nan,nan,nan
108451107,108450979,0.79768753,0.20231274,-0.16796042,nan,nan,nan,nan,nan
108548371,108548245,0.78251266,0.21748757,-0.14760292,nan,nan,nan,nan,nan
108650626,108650500,0.75080717,0.24919307,-0.17303494,nan,nan,nan,nan,nan
108747887,108747766,0.68984133,0.3101589,-0.25061652,nan,nan,nan,nan,nan
108850142,108850021,0.60816735,0.3918329,-0.32694298,nan,nan,nan,nan,nan
108947411,108947287,0.5433984,0.45660183,-0.39373943,nan,nan,nan,nan,nan
109049665,109049542,0.46428266,0.5357176,-0.44261202,nan,nan,nan,nan,nan
109149425,109149302,0.3470518,0.56859386,-0.44844383,nan,nan,nan,nan,nan
109249196,109249063,0.2413613,0.638824,-0.44766444,nan,nan,nan,nan,nan
109348945,109348824,0.18800545,0.7855453,-0.4028756,nan,nan,nan,nan,nan
109448710,109448584,0.1428478,0.8386943,-0.29373056,nan,nan,nan,nan,nan
109548467,109548345,0.17581186,0.82418835,-0.19589071,nan,nan,nan,nan,nan
109648226,109648105,0.30685723,0.693143,-0.16674681,nan,nan,nan,nan,nan
109747989,109747866,0.4413719,0.5586283,-0.15385735,nan,nan,nan,nan,nan
109850241,109850121,0.5398253,0.43142703,-0.14418107,nan,nan,nan,nan,nan
109947509,109947387,0.5918722,0.26436853,-0.097269766,nan,nan,nan,nan,nan
110049792,110049642,0.6557109,0.18490271,-0.07655904,nan,nan,nan,nan,nan
110147033,110146908,0.71762156,0.28237864,-0.0908995,nan,nan,nan,nan,nan
110249286,110249163,0.7659138,0.23408645,-0.032018285,nan,nan,nan,nan,nan
110346551,110346430,0.85294414,0.14705613,0.057084996,nan,nan,nan,nan,nan
110448805,110448684,0.95995295,0.040047288,0.13253978,nan,nan,nan,nan,nan
110551059,110550939,1.0,-0.0702284,0.17283107,nan,nan,nan,nan,nan
110648329,110648206,1.0,-0.18288797,0.22847752,nan,nan,nan,nan,nan
110750595,110750460,1.0,-0.45086256,0.28406262,nan,nan,nan,nan,nan
110847858,110847727,0.8635651,-0.82690907,0.33301482,nan,nan,nan,nan,nan
