timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,motor_stop_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
107847574,8.940697e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
107855040,8.940697e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
108044584,5.9604645e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
108241617,5.9604645e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
108446123,5.9604645e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
108650630,5.9604645e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
108847654,2.9802322e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
109044682,7.450581e-09,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
109244211,-4.4703484e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
109448714,-5.9604645e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
109645735,-4.4703484e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
109847754,3.7252903e-09,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
110049796,5.9604645e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
110246796,5.9604645e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
110443828,1.1920929e-07,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
110648333,-0.0914439,0.18288797,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
110842872,1.7881393e-07,-4.4703484e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
111044881,-0.09016973,-0.1803397,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
111246891,1.7881393e-07,1.4901161e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
111448910,2.3841858e-07,1.4901161e-08,0.0,9.313226e-10,0.0,0.0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
111645949,-0.07547462,0.1509496,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
111845489,-0.09472489,0.18945006,0.0,9.313226e-10,0.0,0.0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
