timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr
108300550,108299991,45,nan,0,11587,0,0,1576,1496,1094,1503,1927,1094,1879,1906,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
108811666,108811104,45,nan,0,11673,0,0,1577,1495,1094,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
109318058,109317431,45,nan,0,11757,0,0,1577,1496,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
109806817,109806256,45,nan,0,11839,0,0,1576,1495,1094,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
110313067,110312505,45,nan,0,11924,0,0,1577,1495,1094,1501,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
110808991,110808432,45,nan,0,12007,0,0,1577,1496,1094,1500,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
111310683,111310104,45,nan,0,12091,0,0,1577,1496,1094,1502,1927,1094,1879,1906,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
111797007,111796446,45,nan,0,12172,0,0,1577,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
112305801,112305241,45,nan,0,12257,0,0,1577,1496,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
112817048,112816489,45,nan,0,12343,0,0,1577,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1513,1510,998,998,18,0,0,4,-1,0
113300885,113300327,45,nan,0,12424,0,0,1577,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1513,1510,998,998,18,0,0,4,-1,0
113809695,113809106,45,nan,0,12509,0,0,1577,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1513,1510,998,998,18,0,0,4,-1,0
114318446,114317887,45,nan,0,12594,0,0,1576,1495,1094,1503,1927,1094,1878,1906,1510,1094,1094,1927,1094,1094,1513,1510,998,998,18,0,0,4,-1,0
114807280,114806721,45,nan,0,12676,0,0,1577,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1518,1510,998,998,18,0,0,4,-1,0
115316119,115315519,45,nan,0,12761,0,0,1576,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1516,1510,998,998,18,0,0,4,-1,0
115804920,115804361,45,nan,0,12843,0,0,1577,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
116298710,116298151,45,nan,0,12925,0,0,1576,1495,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
116809996,116809426,45,nan,0,13011,0,0,1577,1496,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
117298799,117298238,45,nan,0,13093,0,0,1577,1497,1094,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
117810155,117809597,45,nan,0,13178,0,0,1577,1496,1094,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
118313868,118313309,45,nan,0,13263,0,0,1577,1496,1130,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
118802707,118802148,45,nan,0,13344,0,0,1577,1496,1189,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
119309044,119308485,45,nan,0,13429,0,0,1577,1495,1244,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
119797862,119797294,45,nan,0,13511,0,0,1576,1495,1295,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
120306658,120306099,45,nan,0,13596,0,0,1576,1495,1337,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
120815391,120814831,45,nan,0,13681,0,0,1576,1495,1395,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
121301702,121301142,45,nan,0,13763,0,0,1576,1495,1435,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
121818091,121817478,45,nan,0,13849,0,0,1576,1495,1473,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
122301994,122301375,45,nan,0,13930,0,0,1576,1495,1497,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
122815600,122815041,45,nan,0,14016,0,0,1575,1495,1508,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
123301924,123301366,45,nan,0,14097,0,0,1576,1495,1555,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
123810739,123810163,45,nan,0,14182,0,0,1576,1495,1605,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
124319475,124318913,45,nan,0,14268,0,0,1575,1495,1623,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
124808336,124807778,45,nan,0,14349,0,0,1575,1495,1629,1503,1927,1094,1879,1906,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
125312097,125311538,45,nan,0,14434,0,0,1575,1470,1637,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
125821002,125820440,45,nan,0,14519,0,0,1578,1352,1641,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
126307237,126306678,45,nan,0,14600,0,0,1760,1402,1647,1503,1927,1094,1879,1906,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
126813676,126813118,45,nan,0,14685,0,0,1827,1408,1652,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
127302318,127301758,45,nan,0,14767,0,0,1575,1419,1652,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
127811213,127810653,45,nan,0,14852,0,0,1726,1457,1652,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
128319895,128319326,45,nan,0,14937,0,0,1573,1337,1652,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
128803983,128803364,45,nan,0,15018,0,0,1574,1347,1652,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
129317520,129316961,45,nan,0,15104,0,0,1613,1455,1654,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
129803878,129803319,45,nan,0,15185,0,0,1640,1431,1663,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
130315080,130314517,45,nan,0,15271,0,0,1688,1495,1094,1498,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
130803914,130803356,45,nan,0,15353,0,0,1576,1496,1094,1496,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
131317646,131317087,45,nan,0,15439,0,0,1576,1496,1094,1500,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
131804003,131803444,45,nan,0,15520,0,0,1576,1496,1094,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
132312810,132312243,45,nan,0,15605,0,0,1576,1497,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
132804083,132803523,45,nan,0,15687,0,0,1576,1496,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
133315368,133314800,45,nan,0,15773,0,0,1577,1496,1094,1503,1927,1094,1879,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
133796701,133796143,45,nan,0,15854,0,0,1576,1497,1094,1503,1927,1094,1878,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
