timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
106938338,0,0,175,167,94,64,53
107958627,0,0,173,165,96,63,56
108883305,0,0,177,171,93,64,57
109869366,0,0,177,171,97,65,57
110978346,0,0,173,166,91,70,55
111896267,0,0,174,170,95,65,58
112943903,0,0,173,164,87,67,58
113886918,0,0,178,166,98,62,56
114950045,0,0,185,176,90,65,52
115954696,0,0,183,176,93,73,53
116877124,0,0,176,174,97,67,53
117907487,0,0,174,168,97,67,60
118882180,0,0,174,165,94,77,59
119884962,0,0,173,167,96,67,48
120958676,0,0,173,168,93,69,53
121962898,0,0,175,169,95,70,56
123000490,0,0,175,171,90,70,54
123910392,0,0,168,164,96,72,52
124971070,0,0,156,149,87,83,56
125960679,0,0,152,144,97,85,58
126926043,0,0,153,148,94,62,53
128005422,0,0,160,151,97,70,59
128897568,0,0,168,164,96,63,58
129971048,0,0,159,150,97,69,53
130922694,0,0,159,125,93,61,60
131973358,0,0,163,158,91,65,53
133055677,0,0,164,159,73,65,54
133937111,0,0,165,159,93,59,52
134943353,0,0,168,163,87,68,58
