timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,calibraded_airspeed_synth_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_source
107809399,-3.670661,-3.7578583,-3.7357655,nan,7.0,0.0,0.013772928,0.0,1
107909428,-3.428703,-3.5101526,-3.4895506,nan,7.0,0.0,0.013881307,0.0,1
108009397,-3.984796,-4.079456,-4.0554924,nan,7.0,0.0,0.013971573,0.0,1
108209396,-3.842143,-3.933414,-3.9103131,nan,7.0,0.0,0.014109521,0.0,1
108409397,-3.5112085,-3.594618,-3.573463,nan,7.0,0.0,0.01420532,0.0,1
108609398,-3.670661,-3.7578583,-3.73577,nan,7.0,0.0,0.014271847,0.0,1
108809396,-3.8976274,-3.9902163,-3.9667916,nan,7.0,0.0,0.014318045,0.0,1
109009396,-3.274959,-3.3527563,-3.332477,nan,7.0,0.0,0.014350127,0.0,1
109209397,-3.670661,-3.7578583,-3.7351842,nan,7.0,0.0,0.014372407,0.0,1
109409396,-3.274959,-3.3527563,-3.333086,nan,7.0,0.0,0.014387879,0.0,1
109609396,-3.1683204,-3.2435844,-3.2245188,nan,7.0,0.0,0.014398623,0.0,1
109809397,-3.4784412,-3.5610723,-3.5401845,nan,7.0,0.0,0.014406085,0.0,1
110009397,-3.428703,-3.5101526,-3.4895806,nan,7.0,0.0,0.014411267,0.0,1
110209415,-3.344162,-3.4236033,-3.402921,nan,7.0,0.0,0.0144148655,0.0,1
110409396,-3.7478442,-3.836875,-3.8143315,nan,7.0,0.0,0.014417363,0.0,1
110609397,-3.670661,-3.7578583,-3.7357976,nan,7.0,0.0,0.014419098,0.0,1
110809403,-3.8976274,-3.9902163,-3.9668212,nan,7.0,0.0,0.0144203035,0.0,1
111009396,-3.6235623,-3.7096407,-3.6872666,nan,7.0,0.0,0.01442114,0.0,1
111209397,-3.5517428,-3.636115,-3.614805,nan,7.0,0.0,0.014421721,0.0,1
111409413,-3.344162,-3.4236033,-3.402904,nan,7.0,0.0,0.014422124,0.0,1
111609396,-4.006292,-4.101462,-4.0767145,nan,7.0,0.0,0.014422405,0.0,1
111809397,-3.428703,-3.5101526,-3.4889474,nan,7.0,0.0,0.014422599,0.0,1
112009397,-3.670661,-3.7578583,-3.7351794,nan,7.0,0.0,0.014422734,0.0,1
112209396,-3.670661,-3.7578583,-3.735816,nan,7.0,0.0,0.014422828,0.0,1
112409396,-3.670661,-3.7578583,-3.7351427,nan,7.0,0.0,0.0144228935,0.0,1
112609396,-3.5112085,-3.594618,-3.572907,nan,7.0,0.0,0.014422939,0.0,1
112809396,-3.5517428,-3.636115,-3.6141756,nan,7.0,0.0,0.01442297,0.0,1
113009396,-3.6116917,-3.697488,-3.6751647,nan,7.0,0.0,0.014422992,0.0,1
113209396,-3.670661,-3.7578583,-3.735138,nan,7.0,0.0,0.014423007,0.0,1
113409397,-3.8976274,-3.9902163,-3.9660962,nan,7.0,0.0,0.014423017,0.0,1
113609396,-3.670661,-3.7578583,-3.735138,nan,7.0,0.0,0.014423025,0.0,1
113809396,-3.842143,-3.933414,-3.9095936,nan,7.0,0.0,0.01442303,0.0,1
114009396,-3.428703,-3.5101526,-3.4889257,nan,7.0,0.0,0.014423034,0.0,1
114209396,-3.7286978,-3.8172736,-3.7941709,nan,7.0,0.0,0.014423037,0.0,1
114409396,-3.428703,-3.5101526,-3.4889388,nan,7.0,0.0,0.014423039,0.0,1
114609407,-3.670661,-3.7578583,-3.735092,nan,7.0,0.0,0.014423041,0.0,1
114809397,-3.670661,-3.7578583,-3.7351427,nan,7.0,0.0,0.014423041,0.0,1
115009397,-3.344162,-3.4236033,-3.4028914,nan,7.0,0.0,0.014423041,0.0,1
115209398,-3.168321,-3.2435849,-3.223946,nan,7.0,0.0,0.014423041,0.0,1
115409408,-3.2749586,-3.3527558,-3.3324645,nan,7.0,0.0,0.014423041,0.0,1
115609397,-3.670661,-3.7578583,-3.7351475,nan,7.0,0.0,0.014423041,0.0,1
115809397,-4.315901,-4.418426,-4.3917556,nan,7.0,0.0,0.014423041,0.0,1
116009396,-3.428703,-3.5101526,-3.488956,nan,7.0,0.0,0.014423041,0.0,1
116209396,-4.4465895,-4.552219,-4.5247073,nan,7.0,0.0,0.014423041,0.0,1
116409409,-4.41428,-4.519142,-4.491908,nan,7.0,0.0,0.014423041,0.0,1
116609396,-3.670661,-3.7578583,-3.7351658,nan,7.0,0.0,0.014423041,0.0,1
116809396,-3.4907649,-3.5736887,-3.5520687,nan,7.0,0.0,0.014423041,0.0,1
117009397,-3.575843,-3.6607878,-3.638677,nan,7.0,0.0,0.014423041,0.0,1
117209396,-3.5112085,-3.594618,-3.5729332,nan,7.0,0.0,0.014423041,0.0,1
117409396,-4.1639752,-4.2628913,-4.237112,nan,7.0,0.0,0.014423041,0.0,1
