timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
107719694,107696303,3,4,1,0,0,0,0,0,0,0,0,0,0,0
108722322,108699018,3,4,1,0,0,0,0,0,0,0,0,0,0,0
109739895,109716440,3,4,1,0,0,0,0,0,0,0,0,0,0,0
110757420,110734009,3,4,1,0,0,0,0,0,0,0,0,0,0,0
111775049,111751539,3,4,1,0,0,0,0,0,0,0,0,0,0,0
112795030,112771681,3,4,1,0,0,0,0,0,0,0,0,0,0,0
113810107,113786734,3,4,1,0,0,0,0,0,0,0,0,0,0,0
114830120,114806721,3,4,1,0,0,0,0,0,0,0,0,0,0,0
115850218,115826773,3,4,1,0,0,0,0,0,0,0,0,0,0,0
116855440,116831862,3,4,1,0,0,0,0,0,0,0,0,0,0,0
117875454,117852063,3,4,1,0,0,0,0,0,0,0,0,0,0,0
118890831,118867000,3,4,1,0,0,0,0,0,0,0,0,0,0,0
119907956,119884561,3,4,1,0,0,0,0,0,0,0,0,0,0,0
120925540,120902105,3,4,1,0,0,0,0,0,0,0,0,0,0,0
121928194,121904709,3,4,1,0,0,0,0,0,0,0,0,0,0,0
122948292,122924838,3,4,1,0,0,0,0,0,0,0,0,0,0,0
123965769,123942308,3,4,1,0,0,0,0,0,0,0,0,0,0,0
124985850,124962388,3,4,1,0,0,0,0,0,0,0,0,0,0,0
126000857,125977458,3,4,1,0,0,0,0,0,0,0,0,0,0,0
127013673,126992565,3,4,1,0,0,0,0,0,0,0,0,0,0,0
128033575,128010299,3,4,1,0,0,0,0,0,0,0,0,0,0,0
129048533,129025130,3,4,1,0,0,0,0,0,0,0,0,0,0,0
130048723,130025204,3,4,1,0,0,0,0,0,0,0,0,0,0,0
131051267,131027827,3,4,1,0,0,0,0,0,0,0,0,0,0,0
132068852,132047846,3,4,1,0,0,0,0,0,0,0,0,0,0,0
133071468,133047939,3,4,1,0,0,0,0,0,0,0,0,0,0,0
134086411,134063080,3,4,1,0,0,0,0,0,0,0,0,0,0,0
134617639,134594232,4,4,3,0,0,0,0,0,0,0,0,0,0,0
