timestamp,voltage_v,rssi_v,free_memory_bytes,pwm[0],pwm[1],pwm[2],pwm[3],pwm[4],pwm[5],pwm[6],pwm[7],pwm_disarmed[0],pwm_disarmed[1],pwm_disarmed[2],pwm_disarmed[3],pwm_disarmed[4],pwm_disarmed[5],pwm_disarmed[6],pwm_disarmed[7],pwm_failsafe[0],pwm_failsafe[1],pwm_failsafe[2],pwm_failsafe[3],pwm_failsafe[4],pwm_failsafe[5],pwm_failsafe[6],pwm_failsafe[7],pwm_rate_hz[0],pwm_rate_hz[1],pwm_rate_hz[2],pwm_rate_hz[3],pwm_rate_hz[4],pwm_rate_hz[5],pwm_rate_hz[6],pwm_rate_hz[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_arm_sync,status_failsafe,status_fmu_initialized,status_fmu_ok,status_init_ok,status_outputs_armed,status_raw_pwm,status_rc_ok,status_rc_dsm,status_rc_ppm,status_rc_sbus,status_rc_st24,status_rc_sumd,status_safety_button_event,alarm_pwm_error,alarm_rc_lost,arming_failsafe_custom,arming_fmu_armed,arming_fmu_prearmed,arming_termination,arming_io_arm_ok,arming_lockdown,arming_termination_failsafe
385716512,5.0660005,1.3970001,1824,1492,1498,1000,0,1298,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1576,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
386738453,5.0680003,1.189,1824,1101,1649,1000,0,1330,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
387760505,5.0610003,1.3920001,1824,1000,1382,1124,0,1147,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1576,1497,1117,1502,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
388780461,5.0660005,1.299,1824,1151,1655,1313,0,1412,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1576,1496,1308,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
389802438,5.339,1.3590001,1824,1378,1585,1401,0,1388,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1575,1496,1402,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
390821968,5.097,1.291,1824,1363,1549,1468,0,1380,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1576,1496,1468,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
391841783,5.092,1.233,1824,1612,1333,1548,0,1320,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1575,1497,1551,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
392861486,5.0730004,1.3390001,1824,1572,1346,1577,0,1297,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1575,1495,1578,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
393881212,5.2320004,1.3800001,1824,1605,1482,1579,0,1324,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1524,1472,1580,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
394900897,5.0730004,1.575,1824,1554,1475,1597,0,1301,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1490,1424,1599,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
395923025,5.097,1.218,1824,1292,1233,1602,0,1265,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1574,1433,1604,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
396942592,5.0730004,1.218,1824,1369,1176,1606,0,1282,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1575,1495,1608,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
397964998,5.09,1.9430001,1824,1142,1086,1606,0,1278,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1807,1485,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
398984722,5.063,1.222,1824,1294,1161,1606,0,1316,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1703,1490,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
400004199,4.9760003,1.1930001,1824,1608,1427,1606,0,1309,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1526,1495,1608,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
401023940,5.0990005,1.222,1824,1421,1224,1606,0,1278,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1575,1495,1608,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
402048438,5.0820003,1.1910001,1824,1528,1341,1606,0,1333,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1574,1495,1608,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
403068163,4.9690003,1.1880001,1824,1443,1210,1607,0,1298,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1478,1495,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
404087814,5.078,1.218,1824,1282,1146,1607,0,1296,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1745,1495,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
405107519,5.109,1.223,1824,1274,1136,1607,0,1334,0,0,0,1500,1500,1000,1500,1300,1000,1000,1000,1600,1600,1000,1500,1300,1000,1000,1000,50,0,50,0,0,0,0,0,1594,1495,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
