timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,rc_frame_rate,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality,link_snr
386219738,386219174,36,nan,0,64549,0,0,1576,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
386709870,386709305,35,nan,0,64631,0,0,1576,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
387222189,387221630,35,nan,0,64717,0,0,1576,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,18,0,0,4,-1,0
387709885,387709324,35,nan,0,64799,0,0,1576,1497,1107,1502,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,18,0,0,4,-1,0
388219757,388219199,36,nan,0,64884,0,0,1576,1497,1203,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
388729553,388728995,35,nan,0,64970,0,0,1576,1497,1303,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
389219685,389219126,36,nan,0,65052,0,0,1576,1497,1333,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
389707374,389706813,38,nan,0,65133,0,0,1576,1496,1382,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
390217271,390216688,37,nan,0,65219,0,0,1575,1496,1428,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,18,0,0,4,-1,0
390727065,390726506,37,nan,0,65305,0,0,1576,1496,1465,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
391214875,391214316,35,nan,0,65386,0,0,1576,1496,1492,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
391724596,391724037,34,nan,0,65472,0,0,1575,1497,1540,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
392212273,392211714,33,nan,0,18,0,0,1576,1496,1556,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
392722213,392721655,34,nan,0,103,0,0,1576,1495,1572,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
393209794,393209235,34,nan,0,185,0,0,1575,1495,1578,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
393719730,393719171,34,nan,0,270,0,0,1569,1495,1578,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
394207403,394206845,34,nan,0,352,0,0,1552,1433,1584,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
394717188,394716629,35,nan,0,438,0,0,1457,1410,1597,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
395227039,395226475,35,nan,0,523,0,0,1574,1447,1599,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
395717201,395716642,35,nan,0,605,0,0,1574,1435,1604,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
396227006,396226448,36,nan,0,691,0,0,1574,1423,1605,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
396714731,396714172,36,nan,0,773,0,0,1575,1425,1607,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
397226974,397226415,36,nan,0,858,0,0,1673,1495,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
397714681,397714113,35,nan,0,940,0,0,1677,1477,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
398224486,398223925,36,nan,0,1026,0,0,1767,1486,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
398712172,398711613,36,nan,0,1107,0,0,1723,1475,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
399222007,399221447,36,nan,0,1193,0,0,1773,1478,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
399709698,399709139,36,nan,0,1275,0,0,1543,1495,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
400219528,400218968,36,nan,0,1360,0,0,1575,1495,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
400707178,400706619,36,nan,0,1442,0,0,1554,1495,1608,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
401219499,401218914,36,nan,0,1528,0,0,1578,1495,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1513,998,998,18,0,0,4,-1,0
401707175,401706616,36,nan,0,1610,0,0,1458,1495,1608,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
402219500,402218941,36,nan,0,1695,0,0,1575,1495,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
402729339,402728776,35,nan,0,1781,0,0,1505,1495,1609,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
403216963,403216403,36,nan,0,1863,0,0,1499,1495,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
403726877,403726309,36,nan,0,1948,0,0,1608,1450,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
404214505,404213934,36,nan,0,2030,0,0,1692,1495,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
404724429,404723871,36,nan,0,2115,0,0,1602,1495,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
405212001,405211433,36,nan,0,2197,0,0,1659,1495,1610,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
405721820,405721262,36,nan,0,2283,0,0,1535,1460,1611,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
406209472,406208911,36,nan,0,2364,0,0,1576,1428,1612,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
406719372,406718784,36,nan,0,2450,0,0,1740,1490,1612,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
407206978,407206418,36,nan,0,2532,0,0,1811,1495,1612,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
407716860,407716296,36,nan,0,2617,0,0,1613,1495,1612,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
408226631,408226073,36,nan,0,2703,0,0,1436,1502,1612,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
408714356,408713775,36,nan,0,2784,0,0,1575,1495,1612,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
409224167,409223608,35,nan,0,2870,0,0,1583,1495,1613,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
409711801,409711242,36,nan,0,2952,0,0,1813,1490,1615,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
410221683,410221124,35,nan,0,3037,0,0,1888,1495,1615,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
410709323,410708764,35,nan,0,3119,0,0,1870,1495,1615,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
411226179,411225619,35,nan,0,3205,0,0,1750,1460,1615,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
411709237,411708678,36,nan,0,3286,0,0,1827,1483,1615,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
412219110,412218549,36,nan,0,3372,0,0,1648,1495,1633,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
412709215,412708657,36,nan,0,3454,0,0,1577,1497,1094,1565,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
413218983,413218424,34,nan,0,3540,0,0,1577,1497,1094,1538,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
413706655,413706097,35,nan,0,3621,0,0,1576,1496,1158,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
414218975,414218416,36,nan,0,3707,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1513,998,998,18,0,0,4,-1,0
414706740,414706179,36,nan,0,3789,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1524,1513,998,998,18,0,0,4,-1,0
415216436,415215878,36,nan,0,3874,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1517,1513,998,998,18,0,0,4,-1,0
415728755,415728196,36,nan,0,3960,0,0,1577,1497,1094,1503,1927,1094,1869,1907,1510,1094,1094,1927,1094,1094,1510,1512,998,998,18,0,0,4,-1,0
416216369,416215811,36,nan,0,4042,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
416728724,416728153,36,nan,0,4128,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1510,998,998,18,0,0,4,-1,0
417216319,417215761,36,nan,0,4210,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
417726168,417725609,36,nan,0,4295,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1510,998,998,18,0,0,4,-1,0
418213859,418213288,36,nan,0,4377,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
418723721,418723140,36,nan,0,4463,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1511,1510,998,998,18,0,0,4,-1,0
419210714,419210087,36,nan,0,4544,0,0,1577,1497,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
419724322,419723765,36,nan,0,4630,0,0,1577,1496,1094,1503,1927,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
420215534,420214973,36,nan,0,4713,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1509,998,998,18,0,0,4,-1,0
420726776,420726218,35,nan,0,4798,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
421213048,421212490,35,nan,0,4880,0,0,1576,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
421721794,421721234,35,nan,0,4965,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1520,998,998,18,0,0,4,-1,0
422210600,422210015,35,nan,0,5047,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1520,998,998,18,0,0,4,-1,0
422719310,422718751,35,nan,0,5132,0,0,1577,1496,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
423208074,423207516,35,nan,0,5214,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
423714468,423713908,35,nan,0,5299,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
424225601,424225043,35,nan,0,5385,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
424709361,424708803,35,nan,0,5466,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
425220549,425219988,35,nan,0,5552,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
425706859,425706300,35,nan,0,5633,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
426218114,426217553,35,nan,0,5719,0,0,1577,1497,1094,1503,1094,1094,1870,1907,1510,1094,1094,1927,1094,1094,1510,1510,998,998,18,0,0,4,-1,0
