timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
457827464,3144.378,43.627975,0,49,3532,65536,0,3,1,205
458828462,3186.4229,43.605717,0,49,495,65536,0,3,1,205
459829785,3224.6787,43.532715,0,49,1515,65536,0,3,1,205
460830464,3264.0,43.476227,0,49,1363,65536,0,3,1,205
461831470,3303.0146,43.417004,0,49,1492,65536,0,3,1,205
462832478,3343.1045,43.373272,0,49,533,65536,0,3,1,205
463833475,3382.088,43.31649,0,49,674,65536,0,3,1,205
464834562,3421.2607,43.263504,0,49,727,65536,0,3,1,205
465835469,3460.041,43.207024,0,49,1283,65536,0,3,1,205
466836521,3498.795,43.151546,0,49,1712,65536,0,3,1,205
467837467,3538.2832,43.10642,0,49,1356,65536,0,3,1,205
468838467,3577.0146,43.05324,0,49,1808,65536,0,3,1,205
469839463,3616.5547,43.010952,0,49,1432,65536,0,3,1,205
470840463,3656.1816,42.970673,0,49,967,65536,0,3,1,205
471841468,3694.8906,42.92067,0,49,1485,65536,0,3,1,205
472842462,3733.79,42.874,0,49,1601,65536,0,3,1,205
473843469,3772.8887,42.83065,0,49,1677,65536,0,3,1,205
474844464,3812.8633,42.798115,0,49,856,65536,0,3,1,205
475845466,3852.167,42.758854,0,49,743,65536,0,3,1,205
476846465,3890.7158,42.712166,0,49,1425,65536,0,3,1,205
477847469,3925.4639,42.625217,0,49,5880,65536,0,3,1,205
478848972,3968.0,42.623577,0,49,2532,65536,0,3,1,205
479849465,4009.3096,42.60939,0,49,344,65536,0,3,1,205
480850465,4048.2266,42.57011,0,49,553,65536,0,3,1,205
481851465,4086.6562,42.52658,0,49,1158,65536,0,3,1,205
482852461,4126.0195,42.493565,0,49,1006,65536,0,3,1,205
483853516,4164.339,42.45056,0,49,1857,65536,0,3,1,205
