timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
385755337,63.98047,165752.5,0,43,59439,65536,0,3,1,205
386756529,166.27539,166.0136,0,43,3484,65536,0,3,1,205
387757547,208.62305,104.17635,0,43,3363,65536,0,3,1,205
388758509,249.7461,83.15011,0,43,4569,65536,0,3,1,205
389759464,292.0166,72.921875,0,43,4552,65536,0,3,1,205
390760467,334.12988,66.752335,0,43,4562,65536,0,3,1,205
391761462,377.5293,62.853355,0,43,4694,65536,0,3,1,205
392763008,424.79492,60.615227,0,43,131,65536,0,3,1,205
393763479,464.7041,58.026165,0,43,3080,65536,0,3,1,205
394764463,510.4043,56.651714,0,43,53,65536,0,3,1,205
395765471,553.2041,55.26228,0,43,53,65536,0,3,1,205
396766461,592.8721,53.84113,0,43,3121,65536,0,3,1,205
397767701,638.49414,53.151375,0,43,208,65536,0,3,1,205
398768464,681.3037,52.353558,0,43,106,65536,0,3,1,205
399769464,721.2324,51.463253,0,43,3046,65536,0,3,1,205
400770464,766.8096,51.067825,0,43,159,65536,0,3,1,205
401771462,809.5869,50.547028,0,43,182,65536,0,3,1,205
402772463,848.39844,49.854435,0,43,4104,65536,0,3,1,205
403773463,894.999,49.671085,0,43,212,65536,0,3,1,205
404774464,937.75684,49.304993,0,43,212,65536,0,3,1,205
405775470,980.6084,48.98017,0,43,308,65536,0,3,1,205
406776468,1023.3037,48.67887,0,43,437,65536,0,3,1,205
407777471,1065.9619,48.403267,0,43,559,65536,0,3,1,205
408778470,1108.7568,48.157578,0,43,425,65536,0,3,1,205
409779463,1151.5566,47.93257,0,43,376,65536,0,3,1,205
410780461,1194.3477,47.725212,0,43,414,65536,0,3,1,205
411781474,1237.1475,47.534107,0,43,414,65536,0,3,1,205
412782464,1280.0,47.35915,0,43,1458,65536,0,3,1,205
413783464,1324.0654,47.23995,0,43,467,65536,0,3,1,205
414784463,1366.71,47.08002,0,43,487,65536,0,3,1,205
415785539,1408.0,46.88553,0,43,2033,65536,0,3,1,205
416786885,1452.7461,46.814556,0,43,487,65536,0,3,1,205
417787464,1495.294,46.680508,0,43,645,65536,0,3,1,205
418788464,1536.0,46.498234,0,43,2414,65536,0,3,1,205
419789462,1581.7227,46.47408,0,44,106,65536,0,3,1,205
420790490,1621.335,46.276863,0,44,3167,65536,0,3,1,205
421791465,1664.0,46.17539,0,44,3089,65536,0,3,1,205
422792495,1709.8799,46.166126,0,46,4269,65536,0,3,1,205
423793480,1771.3389,46.566967,0,46,442,65536,0,3,1,205
424794463,1817.4473,46.554047,0,46,2906,65536,0,3,1,205
425795487,1860.2051,46.458046,0,46,2736,65536,0,3,1,205
426796469,1904.5615,46.40573,0,46,684,65536,0,3,1,205
427797472,1946.6787,46.302616,0,49,862,65536,0,3,1,205
428798471,1989.0312,46.209774,0,49,900,65536,0,3,1,205
429799460,2031.665,46.127544,0,49,722,65536,0,3,1,205
430800779,2074.079,46.043755,0,49,722,65536,0,3,1,205
431801479,2116.5771,45.966053,0,49,828,65536,0,3,1,205
432802466,2159.0625,45.89111,0,49,851,65536,0,3,1,205
433803466,2201.6123,45.820614,0,49,1003,65536,0,3,1,205
434804464,2244.0684,45.751083,0,49,980,65536,0,3,1,205
435805825,2281.212,45.577866,0,49,4357,65536,0,3,1,205
436806468,2324.2861,45.52825,0,49,362,65536,0,3,1,205
437807560,2363.5273,45.406513,0,49,362,65536,0,3,1,205
438808469,2401.8105,45.271465,0,49,1273,65536,0,3,1,205
439809463,2440.9736,45.157627,0,49,1230,65536,0,3,1,205
440810464,2477.6523,45.0028,0,49,3615,65536,0,3,1,205
441811479,2516.3184,44.888947,0,49,4264,65536,0,3,1,205
442812549,2559.6035,44.859993,0,49,53,65536,0,3,1,205
443813462,2598.6133,44.758522,0,49,263,65536,0,3,1,205
444814462,2636.8389,44.647152,0,49,1137,65536,0,3,1,205
445815469,2673.8662,44.51953,0,49,3465,65536,0,3,1,205
446816469,2704.4756,44.291,0,49,12234,65536,0,3,1,205
447817469,2752.0,44.342384,0,49,3725,65536,0,3,1,205
448818461,2794.4453,44.311604,0,49,374,65536,0,3,1,205
449819474,2832.6611,44.215755,0,49,1397,65536,0,3,1,205
450820470,2869.254,44.097916,0,49,3996,65536,0,3,1,205
451821476,2908.3232,44.021133,0,49,4069,65536,0,3,1,205
452822465,2948.04,43.956303,0,49,3512,65536,0,3,1,205
453823499,2990.0674,43.927303,0,49,632,65536,0,3,1,205
454824936,3029.292,43.8583,0,49,1031,65536,0,3,1,205
455825780,3068.1768,43.78679,0,49,1369,65536,0,3,1,205
456826464,3104.6562,43.68355,0,49,4051,65536,0,3,1,205
