timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
386068396,386067818,31.1856252049636,117.19754584579931,54.005836,51.810787,54.073864,54.073864,0.16925941,0.15248942,54.008026,1,1,12,2,2,0,0
386570849,386570277,31.185627860193307,117.19754589575132,53.98927,51.794212,54.073864,54.073864,0.16957368,0.15260604,53.988247,1,1,12,2,2,0,0
387073283,387072736,31.185628821260455,117.19754513290826,53.994335,51.79926,54.073864,54.073864,0.170037,0.15283753,53.992504,1,1,12,2,2,0,0
387576106,387575195,31.185628242787402,117.1975447785706,54.047096,51.852024,54.073864,54.073864,0.16319226,0.14936604,54.01862,1,1,12,2,2,0,0
388078197,388077653,31.185628554310092,117.19754491011561,54.062725,51.867657,54.073864,54.073864,0.17022596,0.15340532,54.039646,1,1,12,2,2,0,0
388570791,388570259,31.185628965783103,117.19754476132901,54.044468,51.84939,54.073864,54.073864,0.16967665,0.15320231,54.03644,1,1,12,2,2,0,0
389073270,389072717,31.185629260691577,117.19754478396617,54.077152,51.882065,54.073864,54.073864,0.17006683,0.15345131,54.07986,1,1,12,2,2,0,0
389575748,389575176,31.185628809312874,117.19754481683027,54.130558,51.935474,54.073864,54.073864,0.17029887,0.15378366,54.138298,1,1,12,2,2,0,0
390078359,390077633,31.185631481207256,117.19754431470082,54.10565,51.910572,54.073864,54.073864,0.16373624,0.15027805,54.116047,1,1,12,2,2,0,0
390570861,390570239,31.18562749070088,117.19754646443691,54.240875,52.0458,54.073864,54.073864,0.17013045,0.15376864,54.21131,1,1,12,2,2,0,0
391073234,391072697,31.18562783329595,117.19754576147453,54.202324,52.00725,54.073864,54.073864,0.17034997,0.15414162,54.17515,1,1,12,2,2,0,0
391576420,391575154,31.185646435527556,117.19752882979498,54.895374,52.700306,54.073864,54.073864,0.16543138,0.15099236,54.191643,1,1,12,2,2,0,0
392078344,392077611,31.18566008968487,117.19751255134014,55.761555,53.56647,54.073864,54.073864,0.17302725,0.15363465,54.191643,1,1,12,2,2,0,0
392570773,392570215,31.185668518056637,117.1975008483675,56.310276,54.115196,54.073864,54.073864,0.1826922,0.15988214,54.191643,1,1,12,2,2,0,0
393073426,393072671,31.18567500603954,117.19749179034525,56.54052,54.345425,54.073864,54.073864,0.17454274,0.1582468,54.191643,1,1,12,2,2,0,0
393575767,393575127,31.185680277460357,117.19748341121087,56.672234,54.477135,54.073864,54.073864,0.18024808,0.16564468,54.191643,1,1,12,2,2,0,0
394078301,394077583,31.18568621403618,117.19747322898876,56.587357,54.39225,54.073864,54.073864,0.1693962,0.16220479,54.191643,1,1,12,2,2,0,0
394570760,394570186,31.185694472952804,117.19746169731152,56.36874,54.173622,54.073864,54.073864,0.17389466,0.16877136,54.191643,1,1,12,2,2,0,0
395073173,395072641,31.185704531620733,117.19744923271291,56.311703,54.11656,54.073864,54.073864,0.17259184,0.16964935,54.191643,1,1,12,2,2,0,0
395576125,395575095,31.18571546667079,117.19743861747622,56.366737,54.17157,54.073864,54.073864,0.16476429,0.1643928,54.191643,1,1,12,2,2,0,0
396068233,396067697,31.185727983335372,117.19743137986718,56.44968,54.25451,54.073864,54.073864,0.17079997,0.16959289,54.191643,1,1,12,2,2,0,0
396570741,396570150,31.185742673282736,117.1974277802374,56.507572,54.3124,54.073864,54.073864,0.1707003,0.16911164,54.191643,1,1,12,2,2,0,0
397073185,397072603,31.185758248240973,117.19742788986375,56.742744,54.54755,54.073864,54.073864,0.17106842,0.16851106,54.191643,1,1,12,2,2,0,0
397575878,397575055,31.185773489454743,117.19743091303746,57.047516,54.85231,54.073864,54.073864,0.16425072,0.16260685,54.191643,1,1,12,2,2,0,0
398078235,398077506,31.185790266965206,117.19743572017781,57.16768,54.972435,54.073864,54.073864,0.16459091,0.16214149,54.191643,1,1,12,2,2,0,0
398570695,398570106,31.18580706684992,117.1974430248274,57.122242,54.92701,54.073864,54.073864,0.1709267,0.16598508,54.191643,1,1,12,2,2,0,0
399073105,399072556,31.185824442476974,117.19745130277195,57.17553,54.98027,54.073864,54.073864,0.17093898,0.16486023,54.191643,1,1,12,2,2,0,0
399576322,399575006,31.185840849435344,117.19745913239602,57.48347,55.288193,54.073864,54.073864,0.16383477,0.15944251,54.191643,1,1,12,2,2,0,0
400068137,400067605,31.185855607928854,117.19746707038126,57.922413,55.72713,54.073864,54.073864,0.1702321,0.1640181,54.191643,1,1,12,2,2,0,0
400570627,400570055,31.185869448383418,117.19747533597787,58.363792,56.168488,54.073864,54.073864,0.1703747,0.16439131,54.191643,1,1,12,2,2,0,0
401073232,401072505,31.185881471120982,117.19748446374908,58.722168,56.526848,54.073864,54.073864,0.16373862,0.15993148,54.191643,1,1,12,2,2,0,0
401575617,401574954,31.18589280381283,117.1974969782238,58.944965,56.74963,54.073864,54.073864,0.1706224,0.16499421,54.191643,1,1,12,2,2,0,0
402078164,402077404,31.185904594304816,117.19751128400752,59.05978,56.864452,54.073864,54.073864,0.16371827,0.16036598,54.191643,1,1,12,2,2,0,0
402570675,402570001,31.18591463884374,117.19752760711805,59.314213,57.118893,54.073864,54.073864,0.16985705,0.16490395,54.191643,1,1,12,2,2,0,0
403073015,403072450,31.185921438130016,117.19754811356161,59.456993,57.26167,54.073864,54.073864,0.17010756,0.16469637,54.191643,1,1,12,2,2,0,0
403576173,403574898,31.185924717085292,117.19757265202644,59.406788,57.21148,54.073864,54.073864,0.16329597,0.1594593,54.191643,1,1,12,2,2,0,0
404078081,404077345,31.185924657504565,117.1976001345706,59.439934,57.244633,54.073864,54.073864,0.16354565,0.15868635,54.191643,1,1,12,2,2,0,0
404570795,404569940,31.18591942464092,117.19762884371396,59.553726,57.35844,54.073864,54.073864,0.16324465,0.15727217,54.191643,1,1,12,2,2,0,0
405073145,405072386,31.185906636320993,117.19765968542082,59.46501,57.269737,54.073864,54.073864,0.16370195,0.15648438,54.191643,1,1,12,2,2,0,0
405575765,405574832,31.185883885722866,117.19768894021549,58.939373,56.74412,54.073864,54.073864,0.16379,0.15552601,54.191643,1,1,12,2,2,0,0
406078009,406077276,31.18584918266744,117.1977111429425,58.28141,56.08617,54.073864,54.073864,0.16408144,0.15476501,54.191643,1,1,12,2,2,0,0
406570423,406569868,31.18580828630407,117.19771815188514,57.689034,55.493805,54.073864,54.073864,0.17101304,0.15802145,54.191643,1,1,12,2,2,0,0
407073042,407072311,31.185766661738104,117.1977103257336,57.37885,55.18367,54.073864,54.073864,0.16399395,0.15344313,54.191643,1,1,12,2,2,0,0
407575486,407574754,31.185730547878155,117.19769019719843,57.15193,54.956764,54.073864,54.073864,0.16400221,0.15297818,54.191643,1,1,12,2,2,0,0
408078006,408077195,31.185703947247507,117.1976582606378,56.58986,54.39472,54.073864,54.073864,0.16395834,0.15263554,54.191643,1,1,12,2,2,0,0
408570426,408569784,31.185691575009475,117.19761965052642,55.65144,53.456318,54.073864,54.073864,0.17005226,0.15610622,54.191643,1,1,12,2,2,0,0
409072815,409072224,31.18569774378715,117.19758205426697,54.765648,52.57054,54.073864,54.073864,0.17012489,0.15603645,54.191643,1,1,12,2,2,0,0
409575386,409574663,31.185716583826665,117.19755511693393,54.40999,52.21489,54.073864,54.073864,0.1642924,0.15250164,54.191643,1,1,12,2,2,0,0
410067782,410067250,31.18574091902429,117.1975432065789,54.62547,52.430363,54.073864,54.073864,0.17264888,0.1570481,54.191643,1,1,12,2,2,0,0
410570238,410569688,31.185762759722678,117.19754516433386,55.11673,52.921616,54.073864,54.073864,0.17292112,0.15796289,54.191643,1,1,12,2,2,0,0
411072725,411072125,31.18577648496654,117.19756341675087,55.518486,53.32338,54.073864,54.073864,0.17216136,0.15850821,54.191643,1,1,12,2,2,0,0
411575316,411574562,31.185779613904714,117.19759353510325,55.350235,53.155132,54.073864,54.073864,0.16438346,0.15472375,54.191643,1,1,12,2,2,0,0
412077757,412076998,31.185768935424004,117.19763042777014,54.25546,52.06036,54.073864,54.073864,0.16437596,0.15518874,54.191643,1,1,12,2,2,0,0
412570118,412569582,31.185740543041717,117.19766326051543,52.21114,50.01605,54.073864,54.073864,0.17022265,0.15943027,54.191643,1,1,12,2,2,0,0
413072748,413072018,31.185714902483344,117.19767676919965,50.96609,48.771023,54.073864,54.073864,0.16653071,0.1561967,54.191643,1,1,12,2,2,0,0
413575178,413574454,31.18569939593035,117.19767972008604,49.626205,47.43116,54.073864,54.073864,0.18156554,0.16112417,54.191643,1,1,12,2,2,0,0
414077592,414076890,31.18568974772898,117.1976819590955,48.866745,46.671703,54.073864,54.073864,0.20147493,0.16705604,54.191643,1,1,12,2,2,0,0
414570055,414569476,31.185681440898477,117.19768368659233,48.461243,46.266224,54.073864,54.073864,0.26356846,0.17635679,54.191643,1,1,12,2,2,0,0
415072444,415071913,31.185669412534317,117.1976866873838,48.30495,46.10995,54.073864,54.073864,0.33945248,0.18011563,54.191643,1,1,12,2,2,0,0
415575045,415574351,31.185656977371032,117.19769009584519,48.364307,46.16932,54.073864,54.073864,0.4271224,0.17694615,54.191643,1,1,12,2,2,0,1
416077432,416076790,31.185644895624947,117.19769378499123,48.571648,46.376667,54.073864,54.073864,0.52682865,0.17788786,54.191643,1,1,12,2,2,0,1
416579831,416579229,31.18563297157575,117.19769776141496,48.767094,46.57213,54.073864,54.073864,0.63907546,0.18198518,54.191643,1,1,12,2,2,0,1
417072682,417071816,31.185621645051558,117.1977020049886,49.110935,46.915977,54.073864,54.073864,0.76191074,0.1851701,54.191643,1,1,12,2,2,0,1
417574828,417574256,31.185610132551208,117.19770668603967,49.506687,47.311752,54.073864,54.073864,0.9009748,0.18364486,54.191643,1,1,12,2,2,0,1
418077237,418076695,31.18559845663765,117.19771168008151,49.896946,47.70202,54.073864,54.073864,1.0548289,0.18228933,54.191643,1,1,12,2,2,0,1
418569899,418569283,31.185586719883815,117.19771682181008,50.23823,48.0433,54.073864,54.073864,1.2208363,0.18062055,54.191643,1,1,12,2,2,0,1
419072377,419071723,31.18557442542292,117.19772226858221,50.547817,48.352894,54.073864,54.073864,1.406491,0.18022054,54.191643,1,1,12,2,2,0,1
419574550,419574164,31.18556176492275,117.1977278561865,50.79198,48.597054,54.073864,54.073864,18.163395,0.17975658,54.191643,0,1,12,2,2,0,1
420067297,420066752,31.1855490500188,117.19773347610958,50.987865,48.792934,54.073864,54.073864,19.695368,0.17912655,54.191643,0,1,12,2,2,0,1
420569587,420569193,31.185535804035794,117.19773935177253,51.140488,48.94556,54.073864,54.073864,21.267685,0.17931561,54.191643,0,1,12,2,2,0,1
421072608,421071633,31.185539219294125,117.19773799299074,51.28386,49.088936,54.073864,54.073864,2.0780182,0.17980437,54.191643,1,1,12,2,2,0,0
421574467,421574074,31.18572764318378,117.19767499271865,51.38798,49.193077,54.073864,54.073864,0.33532092,0.1798752,54.191643,1,1,13,2,2,0,0
422077142,422076516,31.18572775012947,117.1976751527876,51.46775,49.272842,54.073864,54.073864,0.2373563,0.1789528,54.191643,1,1,13,2,2,0,0
422569507,422569105,31.185727729652786,117.19767531542114,51.527794,49.33288,54.073864,54.073864,0.20179608,0.17657249,54.191643,1,1,13,2,2,0,0
423072301,423071547,31.185727738450595,117.19767532967543,51.586437,49.39153,54.073864,54.073864,0.18634175,0.17418581,54.191643,1,1,13,2,2,0,0
423574376,423573989,31.185727841443445,117.19767526523033,51.632076,49.437172,54.073864,54.073864,0.17928262,0.17166796,54.191643,1,1,13,2,2,0,0
424076845,424076431,31.185728012988314,117.1976751692463,51.68308,49.48819,54.073864,54.073864,0.17627266,0.16897136,54.191643,1,1,13,2,2,0,0
424569416,424569022,31.185728185308527,117.19767509681772,51.729015,49.53413,54.073864,54.073864,0.17410913,0.16588715,54.191643,1,1,13,2,2,0,0
425071908,425071464,31.185728296077738,117.19767507925775,51.778244,49.583363,54.073864,54.073864,0.17360094,0.16359703,54.191643,1,1,13,2,2,0,0
425574309,425573907,31.18572839986515,117.19767512199383,51.829315,49.634457,54.073864,54.073864,0.17319809,0.161726,54.191643,1,1,13,2,2,0,0
426076786,426076350,31.185728560463424,117.1976751440219,51.883694,49.688858,54.073864,54.073864,0.1729966,0.16006424,54.191643,1,1,13,2,2,0,0
426579401,426578793,31.185728649631184,117.19767521978117,51.93798,49.743145,54.073864,54.073864,0.16537553,0.15463547,54.191643,1,1,13,2,2,0,0
427071776,427071385,31.18572871696244,117.19767531329593,51.993866,49.799034,54.073864,54.073864,0.17187832,0.15750875,54.191643,1,1,13,2,2,0,0
427574220,427573828,31.185728791079747,117.19767542758474,52.04584,49.85102,54.073864,54.073864,0.17161709,0.15678194,54.191643,1,1,13,2,2,0,0
428076927,428076272,31.185728843711125,117.19767551830556,52.092476,49.897655,54.073864,54.073864,0.16451599,0.15244426,54.191643,1,1,13,2,2,0,0
428569296,428568865,31.185728883505664,117.1976756044443,52.13551,49.940712,54.073864,54.073864,0.17064446,0.15580404,54.191643,1,1,13,2,2,0,0
429071703,429071308,31.185728922394734,117.1976756735735,52.178474,49.98367,54.073864,54.073864,0.17056413,0.15567292,54.191643,1,1,13,2,2,0,0
429574543,429573752,31.18572894259188,117.19767575465846,52.21917,50.024353,54.073864,54.073864,0.16360135,0.15172324,54.191643,1,1,13,2,2,0,0
430077022,430076197,31.18572897167918,117.19767580597926,52.254745,50.05994,54.073864,54.073864,0.16371278,0.15192401,54.191643,1,1,13,2,2,0,0
430569326,430568790,31.185729022952412,117.19767583331861,52.2785,50.083687,54.073864,54.073864,0.16980311,0.15542221,54.191643,1,1,13,2,2,0,0
431071799,431071235,31.185729059300872,117.19767584206613,52.297882,50.10307,54.073864,54.073864,0.16995522,0.15551913,54.191643,1,1,13,2,2,0,0
431574442,431573679,31.185729105214307,117.19767585654091,52.313354,50.11853,54.073864,54.073864,0.16326901,0.15183747,54.191643,1,1,13,2,2,0,0
432076865,432076125,31.1857291864303,117.19767585757958,52.32488,50.13006,54.073864,54.073864,0.1634461,0.15192296,54.191643,1,1,13,2,2,0,0
432569293,432568718,31.18572928582513,117.19767584846637,52.33528,50.140476,54.073864,54.073864,0.16955866,0.15540153,54.191643,1,1,13,2,2,0,0
433071733,433071163,31.185729362753943,117.19767578442008,52.348015,50.1532,54.073864,54.073864,0.16972671,0.15559126,54.191643,1,1,13,2,2,0,0
433574185,433573609,31.185729453195513,117.19767573646281,52.359814,50.165,54.073864,54.073864,0.16985376,0.15559426,54.191643,1,1,13,2,2,0,0
434076843,434076055,31.18572949389435,117.19767569469151,52.37164,50.176826,54.073864,54.073864,0.16330177,0.15174413,54.191643,1,1,13,2,2,0,0
434569195,434568649,31.185729534837204,117.19767559532221,52.38821,50.193394,54.073864,54.073864,0.16943076,0.15531105,54.191643,1,1,13,2,2,0,0
435071625,435071095,31.18572958565561,117.19767550374918,52.4031,50.208294,54.073864,54.073864,0.16966827,0.15532883,54.191643,1,1,13,2,2,0,0
435574101,435573541,31.185729619401855,117.19767541503438,52.41864,50.22383,54.073864,54.073864,0.16976415,0.15528479,54.191643,1,1,13,2,2,0,0
436076784,436075988,31.185729659296353,117.19767530728734,52.435795,50.240986,54.073864,54.073864,0.16324109,0.15158737,54.191643,1,1,13,2,2,0,0
436579158,436578434,31.185729678342355,117.19767521199313,52.45586,50.261078,54.073864,54.073864,0.16334116,0.15155394,54.191643,1,1,13,2,2,0,0
437071564,437071029,31.185729689755195,117.19767508269602,52.47927,50.2845,54.073864,54.073864,0.16968982,0.15501992,54.191643,1,1,13,2,2,0,0
437574064,437573475,31.185729706870944,117.19767491352869,52.504665,50.309914,54.073864,54.073864,0.16981201,0.15514049,54.191643,1,1,13,2,2,0,0
438076746,438075922,31.185729727149145,117.19767474732642,52.529736,50.33498,54.073864,54.073864,0.16326562,0.15131809,54.191643,1,1,13,2,2,0,0
438569060,438568517,31.185729778738178,117.19767461843897,52.558445,50.36369,54.073864,54.073864,0.16941603,0.15469983,54.191643,1,1,13,2,2,0,0
439071589,439070965,31.18572982588926,117.1976744718581,52.587067,50.39232,54.073864,54.073864,0.1696389,0.1547147,54.191643,1,1,13,2,2,0,0
439573936,439573410,31.185729863144477,117.19767433919333,52.614017,50.419262,54.073864,54.073864,0.16972165,0.15482768,54.191643,1,1,13,2,2,0,0
440076601,440075858,31.18572991833222,117.19767421571137,52.645775,50.451008,54.073864,54.073864,0.16320285,0.15104346,54.191643,1,1,13,2,2,0,0
440579099,440578305,31.185729965248672,117.19767410458702,52.680138,50.485374,54.073864,54.073864,0.1633355,0.15103832,54.191643,1,1,13,2,2,0,0
441071427,441070900,31.18573000704566,117.19767401090823,52.71105,50.51628,54.073864,54.073864,0.1696158,0.15460725,54.191643,1,1,13,2,2,0,0
441574103,441573348,31.1857300716644,117.19767394201342,52.743114,50.548347,54.073864,54.073864,0.16303511,0.15081869,54.191643,1,1,13,2,2,0,0
442076375,442075795,31.185730176352386,117.19767385159061,52.774727,50.57995,54.073864,54.073864,0.16993342,0.15461643,54.191643,1,1,13,2,2,0,0
442569115,442568391,31.185730286667464,117.19767370518635,52.815205,50.620445,54.073864,54.073864,0.16930696,0.15433255,54.191643,1,1,13,2,2,0,0
443071555,443070839,31.185730505014348,117.19767351240341,52.85469,50.659927,54.073864,54.073864,0.1629089,0.15062681,54.191643,1,1,13,2,2,0,0
443574122,443573287,31.185730750112906,117.19767370708612,52.94382,50.749058,54.073864,54.073864,0.16312125,0.15067036,54.191643,1,1,13,2,2,0,0
444076293,444075735,31.185730984000255,117.19767275886673,53.36126,51.166485,54.073864,54.073864,0.16840489,0.15232106,54.191643,1,1,13,2,2,0,0
444578831,444578183,31.185731740725032,117.19767019448238,53.780796,51.58603,54.073864,54.073864,0.1774298,0.15475573,54.191643,1,1,13,2,2,0,0
445071556,445070779,31.1857321877899,117.19766795928079,54.182026,51.98726,54.073864,54.073864,0.18300146,0.15634188,54.191643,1,1,13,2,2,0,0
445574016,445573227,31.18573105740026,117.1976671780592,54.338745,52.14397,54.073864,54.073864,0.18126605,0.15692136,54.191643,1,1,13,2,2,0,0
446076432,446075675,31.18573119942599,117.1976676017897,54.356552,52.161785,54.073864,54.073864,0.17533891,0.15597647,54.191643,1,1,13,2,2,0,0
446579320,446578123,31.18573122916688,117.1976675643746,54.336956,52.142193,54.073864,54.073864,0.17123267,0.15496992,54.191643,1,1,13,2,2,0,0
447071255,447070720,31.185731305355738,117.19766767004143,54.277122,52.082355,54.073864,54.073864,0.1751846,0.15790088,54.191643,1,1,13,2,2,0,0
447573736,447573168,31.1857311079546,117.19766813119368,54.196266,52.0015,54.073864,54.073864,0.1730658,0.15708178,54.191643,1,1,13,2,2,0,0
448076407,448075617,31.185731058581215,117.19766840840457,54.105476,51.910717,54.073864,54.073864,0.16493706,0.15253092,54.191643,1,1,13,2,2,0,0
448568868,448568213,31.185731833613715,117.19766894720358,53.975883,51.78113,54.073864,54.073864,0.17018744,0.15565614,54.191643,1,1,13,2,2,0,0
449071236,449070664,31.185732012216608,117.19767005368719,53.76808,51.57335,54.073864,54.073864,0.16980244,0.15533024,54.191643,1,1,13,2,2,0,0
449573888,449573110,31.185732065104276,117.19767040367435,53.442577,51.24784,54.073864,54.073864,0.16301215,0.15128632,54.191643,1,1,13,2,2,0,0
450076343,450075559,31.185732326347505,117.1976701194006,53.12908,50.93434,54.073864,54.073864,0.16339676,0.15128203,54.191643,1,1,13,2,2,0,0
450579205,450578008,31.185731076471345,117.19766899826075,52.98878,50.79405,54.073864,54.073864,0.1641867,0.15152988,54.191643,1,1,13,2,2,0,0
