timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
386768107,0,0,-126,1,255
388788098,0,0,-126,1,255
390817492,0,0,-126,1,255
392866504,0,0,-126,1,255
394876616,0,0,-126,1,255
396905959,0,0,-126,1,255
398925515,0,0,-126,1,255
400955012,0,0,-126,1,255
402974678,0,0,-126,1,255
405014005,0,0,-126,1,255
407023782,0,0,-126,1,255
409053222,0,0,-126,1,255
411092764,0,0,-126,1,255
413132127,0,0,-126,1,255
415141800,0,0,-126,1,255
417161268,0,0,-126,1,255
419197204,0,0,-126,1,255
421212239,0,0,-126,1,255
423237242,0,0,-126,1,255
425262022,0,0,-126,1,255
427287213,0,0,-126,1,255
429318357,0,0,-126,1,255
431338085,0,0,-126,1,255
433357573,0,0,-126,1,255
435397244,0,0,-126,1,255
437416681,0,0,-126,1,255
439446087,0,0,-126,1,255
441455879,0,0,-126,1,255
443485316,0,0,-126,1,255
445504969,0,0,-126,1,255
447524619,0,0,-126,1,255
449554176,0,0,-126,1,255
451574027,0,0,-126,1,255
453603330,0,0,-126,1,255
455642619,0,0,-126,1,255
457662271,0,0,-126,1,255
459691750,0,0,-126,1,255
461711775,0,0,-126,1,255
463741060,0,0,-126,1,255
465760555,0,0,-126,1,255
467790134,0,0,-126,1,255
469809762,0,0,-126,1,255
471839254,0,0,-126,1,255
473858994,0,0,-126,1,255
475878635,0,0,-126,1,255
477908085,0,0,-126,1,255
479927703,0,0,-126,1,255
481957221,0,0,-126,1,255
483977060,0,0,-126,1,255
