timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
385023116,0,0,203,201,80,72,75
386064903,0,0,203,203,64,78,81
386940549,0,0,203,203,95,72,73
387883367,0,0,203,204,97,91,76
388948392,0,0,203,203,98,78,85
389883675,0,0,203,202,97,94,76
390913678,0,0,203,202,92,73,76
391956969,0,0,189,180,100,82,77
392876594,0,0,179,173,99,80,77
393920708,0,0,171,166,94,100,77
394962179,0,0,162,159,100,74,83
395906029,0,0,155,152,96,74,81
396909984,0,0,154,148,95,78,77
397879369,0,0,145,142,98,78,75
399002256,0,0,146,142,84,75,71
399908939,0,0,142,134,96,75,80
400970545,0,0,137,132,97,79,87
401915921,0,0,133,124,95,94,81
402866279,0,0,132,131,100,76,83
403869708,0,0,132,126,100,80,77
404925489,0,0,126,117,95,74,73
405937191,0,0,127,125,95,74,77
406874322,0,0,137,132,100,77,83
407937554,0,0,137,128,95,86,74
408863546,0,0,146,145,100,81,84
409866127,0,0,147,137,100,76,76
410907932,0,0,144,135,93,78,79
411945996,0,0,139,133,95,81,76
412867059,0,0,131,131,100,97,75
413908577,0,0,123,119,93,97,83
414942424,0,0,123,119,98,75,78
415885415,0,0,122,117,96,74,82
416915443,0,0,117,112,94,77,82
417953622,0,0,115,111,93,76,81
418883677,0,0,114,114,94,74,77
419922482,0,0,119,121,93,69,72
420962008,0,0,115,112,88,73,76
421958757,0,0,113,110,88,75,82
422926610,0,0,113,109,90,72,82
423873859,0,0,115,113,95,79,79
424888888,0,0,115,111,94,77,80
425931117,0,0,111,108,93,78,75
426888253,0,0,106,108,96,75,75
428119698,1,0,106,104,54,94,80
428933414,1,0,113,112,93,80,75
429917664,2,0,110,112,100,74,75
430925269,2,0,108,105,98,71,86
431938106,2,0,106,104,93,80,77
432974161,2,0,107,106,88,93,77
434162616,2,0,103,102,46,77,84
435054678,2,0,100,101,63,82,72
435978411,2,0,100,100,95,72,71
436901015,2,0,106,101,94,74,83
437878290,2,0,110,106,96,74,88
438868675,2,0,116,116,96,76,83
439906291,2,0,122,116,94,79,76
440888441,2,0,129,123,93,75,74
441872674,2,0,131,125,95,75,63
442938525,2,0,130,122,96,71,55
444106007,2,0,131,122,61,68,55
444990677,2,0,131,122,90,73,55
446686347,2,0,131,0,20,74,0
447345906,2,0,131,0,46,68,0
448268192,2,0,131,0,61,65,0
449426256,2,0,131,0,53,63,0
450383715,2,0,131,0,41,78,0
451315720,2,0,131,0,55,73,0
451963678,2,0,131,0,96,70,0
453361258,2,0,131,0,35,67,0
454475305,2,0,131,0,28,67,0
455406241,2,0,131,0,51,71,0
456362213,2,0,131,0,64,66,0
457025374,2,0,131,0,90,71,0
457987325,2,0,131,0,95,66,0
459107768,2,0,131,0,78,65,0
460032995,2,0,131,0,86,70,0
460983420,2,0,105,0,100,65,0
461880052,2,0,91,0,97,73,0
463041459,2,0,81,0,74,71,0
463956434,2,0,75,0,96,71,0
464925706,2,0,72,0,96,57,0
466276123,2,0,70,0,77,73,0
466971390,2,0,69,0,88,66,0
467955207,2,0,69,0,100,72,0
469049713,2,0,69,0,88,75,0
470012543,2,0,69,0,96,73,0
471132334,2,0,69,0,81,63,0
472095680,2,0,69,0,87,73,0
473217514,2,0,69,0,58,69,0
474140993,2,0,71,0,78,74,0
475068678,2,0,72,0,90,69,0
476024231,2,0,72,0,80,69,0
476905741,2,0,72,0,100,67,0
477877357,2,0,72,0,100,74,0
479035358,2,0,72,0,90,74,0
479926053,2,0,72,0,96,75,0
480889715,2,0,72,0,98,37,0
482080077,2,0,72,0,90,66,0
482953562,2,0,72,0,100,72,0
484090178,2,0,72,0,82,65,0
