timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
385743274,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
385762975,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
385841832,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
385940306,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386038863,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386147206,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386245739,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386344252,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386442771,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386541347,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386639844,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386738248,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386846696,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
386945245,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387043739,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387142310,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387240776,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387339291,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387437841,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387546212,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387644774,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387743300,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387841759,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
387940266,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388058505,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388147176,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388245736,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388344260,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388442777,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388541254,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388639791,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388758077,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388846750,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
388945188,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389043713,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389142259,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389240764,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389339286,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389457535,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389546187,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389644726,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389743212,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389841738,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
389940319,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390038787,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390147162,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390245692,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390344267,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390442747,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390541231,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390639790,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390738285,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390846658,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
390945168,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391043709,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391142289,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
391240805,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
391339259,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
391437845,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
391546278,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
391644672,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
391743195,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
391841694,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
391940270,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392038766,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392147130,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392245654,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392344181,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392442710,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392541247,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392639766,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392738257,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392846655,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
392945149,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393043716,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393142250,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393240712,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393339264,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393437819,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393546124,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393644697,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393743229,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393841720,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
393940234,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394038738,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394147103,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394245622,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394344172,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394442636,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394541249,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394639732,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394758080,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394846611,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
394945237,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395043734,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395142175,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395240733,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395339201,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395437726,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395546261,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395644701,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395743142,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395841679,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
395940171,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396038733,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396147109,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396245597,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396344250,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396442655,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396541165,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396639708,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396738307,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396846607,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
396945080,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397043602,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397142340,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397240637,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397339184,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397437686,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397546075,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397644573,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397743098,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397841651,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
397940321,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398058386,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398147073,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398245547,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398344130,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398442584,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398541155,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398639694,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398758192,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398846527,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
398945092,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399043622,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399142103,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399240591,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399339129,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399437708,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399546387,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399644583,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399743177,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399841597,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
399940129,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400038602,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400147000,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400245565,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400344307,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400442547,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400541095,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400639577,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400738153,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400846572,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
400945042,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401043506,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401142292,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401240548,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401358841,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401437653,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401546075,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401644476,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401743064,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401841516,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
401940335,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402058286,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402146981,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402245451,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402344112,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402442486,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402541073,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402639559,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402758026,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402846434,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
402944963,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403043445,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403142059,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403240569,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403339073,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403437537,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403546216,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403644453,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403742979,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403841557,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
403940106,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404038490,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404146919,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404245394,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404344239,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404442425,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404541028,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404639458,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404738124,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404846367,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
404944973,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
405043437,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
405142280,0.0,0.0,1.0,1.0,0.0,212.13,10.0,1
