timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
383883682,0,0,0,0,0,0
384389701,0,0,0,0,0,0
384896172,0,0,0,0,0,0
385401698,0,0,0,0,0,0
385909685,0,0,0,0,0,0
386416682,0,0,0,0,0,0
386922799,0,0,0,0,0,0
387428682,0,0,0,0,0,0
387934702,0,0,0,0,0,0
388440701,0,0,0,0,0,0
388946723,0,0,0,0,0,0
389452681,0,0,0,0,0,0
389958681,0,0,0,0,0,0
390464683,0,0,0,0,0,0
390970696,0,0,0,0,0,0
391476682,0,0,0,0,0,0
391983681,0,0,0,0,0,0
392489684,0,0,0,0,0,0
392995739,0,0,0,0,0,0
393501700,0,0,0,0,0,0
394007684,0,0,0,0,0,0
394514682,0,0,0,0,0,0
395020682,0,0,0,0,0,0
395526681,0,0,0,0,0,0
396032682,0,0,0,0,0,0
396538684,0,0,0,0,0,0
397044681,0,0,0,0,0,0
397551152,0,0,0,0,0,0
398057681,0,0,0,0,0,0
398563700,0,0,0,0,0,0
399069720,0,0,0,0,0,0
399576501,0,0,0,0,0,0
400081701,0,0,0,0,0,0
400587702,0,0,0,0,0,0
401093682,0,0,0,0,0,0
401599697,0,0,0,0,0,0
402106690,0,0,0,0,0,0
402612682,0,0,0,0,0,0
403118700,0,0,0,0,0,0
403625782,0,0,0,0,0,0
404132003,0,0,0,0,0,0
404637683,0,0,0,0,0,0
405143706,0,0,0,0,0,0
405649724,0,0,0,0,0,0
406155691,0,0,0,0,0,0
406661683,0,0,0,0,0,0
407167682,0,0,0,0,0,0
407673972,0,0,0,0,0,0
408179682,0,0,0,0,0,0
408685819,0,0,0,0,0,0
409191891,0,0,0,0,0,0
409697683,0,0,0,0,0,0
410203685,0,0,0,0,0,0
410709766,0,0,0,0,0,0
411215692,0,0,0,0,0,0
411721681,0,0,0,0,0,0
412227682,0,0,0,0,0,0
412733683,0,0,0,0,0,0
413240239,0,0,0,0,0,0
413745691,0,0,0,0,0,0
414251682,0,0,0,0,0,0
414757981,0,0,0,0,0,0
415263683,0,0,0,0,0,0
415769729,0,0,0,0,0,0
416275692,0,0,0,0,0,0
416781697,0,0,0,0,0,0
417287681,0,0,0,0,0,0
