timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
386155810,3000.0,1.0,3096.9424,0.0,24279,205,149.70717,1678,13,0,0,0,0.007747318,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387276758,3000.0,1.0,2839.2126,0.0,24359,205,152.79617,1689,13,0,0,0,0.007696862,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388656825,3000.0,1.0,2934.0837,0.0,24449,205,282.65936,1699,13,0,0,0,0.0076515595,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389172278,3000.0,1.0,2607.2153,0.0,24491,205,59.981945,1704,13,0,0,0,0.007629108,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390256760,3000.0,1.0,3077.646,0.0,24567,205,238.88585,1715,13,0,0,0,0.007580175,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391192777,3000.0,1.0,2646.4648,0.0,24630,205,147.85835,1720,13,0,0,0,0.0075581395,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392162793,3000.0,1.0,2737.8713,0.0,24694,205,67.9968,1722,13,0,0,0,0.0075493613,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393233790,3000.0,1.0,2629.4968,0.0,24762,205,41.960052,1724,13,0,0,0,0.007540603,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394159809,3000.0,1.0,2649.91,0.0,24820,205,41.998573,1726,13,0,0,0,0.0075318655,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395164793,3000.0,1.0,2576.4392,0.0,24884,205,41.958294,1728,13,0,0,0,0.0075231483,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396320757,3000.0,1.0,2762.315,0.0,24961,205,113.8893,1734,13,0,0,0,0.0074971165,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397246785,3000.0,1.0,2578.8813,0.0,25019,205,41.998066,1736,13,0,0,0,0.0074884794,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398171757,3000.0,1.0,2641.356,0.0,25079,205,41.958,1738,13,0,0,0,0.007479862,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399282775,3000.0,1.0,2587.4124,0.0,25148,205,41.95804,1740,13,0,0,0,0.0074712643,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400162796,3000.0,1.0,2688.6243,0.0,25206,205,41.792088,1742,13,0,0,0,0.0074626864,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401152798,3000.0,1.0,2587.1216,0.0,25266,205,41.79196,1744,13,0,0,0,0.0074541285,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402102780,3000.0,1.0,2647.7612,0.0,25329,205,41.791046,1746,13,0,0,0,0.00744559,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403214758,3000.0,1.0,2607.618,0.0,25399,205,41.91349,1748,13,0,0,0,0.007437071,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404179784,3000.0,1.0,2672.6313,0.0,25461,205,41.790962,1750,13,0,0,0,0.0074285716,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405104787,3000.0,1.0,2577.1758,0.0,25520,205,41.79204,1752,13,0,0,0,0.0074200914,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406214757,3000.0,1.0,2645.8386,0.0,25590,205,41.997437,1754,13,0,0,0,0.0074116304,0,0,1,1,1,1,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
