timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,calibraded_airspeed_synth_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_source
385707491,-1.7796807,-1.822252,-1.804259,nan,7.0,0.0,0.014423041,0.0,1
385807487,-3.168321,-3.2441096,-3.2120888,nan,7.0,0.0,0.014423041,0.0,1
385907487,-3.168321,-3.2441096,-3.2120688,nan,7.0,0.0,0.014423041,0.0,1
386107511,-1.9338686,-1.9801283,-1.9605885,nan,7.0,0.0,0.014423041,0.0,1
386307487,-1.2039586,-1.2327583,-1.2205919,nan,7.0,0.0,0.014423041,0.0,1
386507487,-2.884529,-2.9535294,-2.9243984,nan,7.0,0.0,0.014423041,0.0,1
386707487,-2.78351,-2.8500936,-2.821969,nan,7.0,0.0,0.014423041,0.0,1
386907487,-2.78351,-2.8500936,-2.821969,nan,7.0,0.0,0.014423041,0.0,1
387107500,-3.0297496,-3.1022236,-3.0715766,nan,7.0,0.0,0.014423041,0.0,1
387307486,-2.9821286,-3.0534635,-3.0232944,nan,7.0,0.0,0.014423041,0.0,1
387507487,-2.78351,-2.8500936,-2.821934,nan,7.0,0.0,0.014423041,0.0,1
387707487,-3.0297496,-3.1022236,-3.0715957,nan,7.0,0.0,0.015624974,0.0,1
387907487,-2.569584,-2.6310503,-2.605058,nan,7.0,0.0,0.027477246,0.0,1
388107493,-2.305309,-2.3604538,-2.3371522,nan,7.0,0.0,0.048762817,0.0,1
388307487,-2.78351,-2.8500936,-2.821955,nan,7.0,0.0,0.07993617,0.0,1
388507487,-4.5105147,-4.6184096,-4.5728865,nan,7.0,0.0,0.11327031,0.0,1
388707486,-1.8964969,-1.9418626,-1.9227146,nan,7.0,0.0,0.14469884,0.0,1
388907486,-3.7858455,-3.876406,-3.8381488,nan,7.0,0.0,0.18348476,0.0,1
389107486,4.2783856,4.380728,4.337526,nan,7.0,0.0,0.2134242,0.0,1
389307486,-5.638829,-5.7737145,-5.7166896,nan,7.0,0.0,0.24019176,0.0,1
389507488,3.1626153,3.2382674,3.2063203,nan,7.0,0.0,0.26899686,0.0,1
389707487,-0.93644726,-0.9588478,-0.949393,nan,7.0,0.0,0.29414168,0.0,1
389907486,2.8280907,2.8957407,2.8671014,nan,7.0,0.0,0.32318854,0.0,1
