timestamp,imbalanced_prop_metric,motor_failure_mask,motor_stop_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
385699095,-0.06322034,0,0,0,0,0,0,0,0,0,0
386207694,-0.052480187,0,0,0,0,0,0,0,0,0,0
386713690,-0.04056537,0,0,0,0,0,0,0,0,0,0
387219691,-0.031435885,0,0,0,0,0,0,0,0,0,0
387725789,-0.029345851,0,0,0,0,0,0,0,0,0,0
388231710,-0.05651153,0,0,0,0,0,0,0,0,0,0
388737692,-0.13587146,0,0,0,0,0,0,0,0,0,0
389243691,-0.38451943,0,0,0,0,0,0,0,0,0,0
389749749,-0.5967426,0,0,0,0,0,0,0,0,0,0
390255698,-0.7547862,0,0,0,0,0,0,0,0,0,0
390761692,-0.8389929,0,0,0,0,0,0,0,0,0,0
390937693,-0.8744536,0,0,0,0,0,0,0,0,0,0
391443691,-0.80571216,0,0,0,0,0,0,0,0,0,0
391950709,-1.1506763,0,0,0,0,0,0,0,0,0,0
392456691,-1.3587754,0,0,0,0,0,0,0,0,0,0
392962690,-1.680943,0,0,0,0,0,0,0,0,0,0
393468846,-1.9930304,0,0,0,0,0,0,0,0,0,0
393974717,-2.2425325,0,0,0,0,0,0,0,0,0,0
394482483,-2.4442196,0,0,0,0,0,0,0,0,0,0
394987692,-2.6424894,0,0,0,0,0,0,0,0,0,0
395493725,-2.8213387,0,0,0,0,0,0,0,0,0,0
395999831,-2.9732778,0,0,0,0,0,0,0,0,0,0
396505718,-3.0958607,0,0,0,0,0,0,0,0,0,0
397011693,-3.275312,0,0,0,0,0,0,0,0,0,0
397517690,-3.379485,0,0,0,0,0,0,0,0,0,0
398024691,-3.4208093,0,0,0,0,0,0,0,0,0,0
398531487,-3.5044475,0,0,0,0,0,0,0,0,0,0
399036691,-3.6010084,0,0,0,0,0,0,0,0,0,0
399542691,-3.7316036,0,0,0,0,0,0,0,0,0,0
400048690,-3.754699,0,0,0,0,0,0,0,0,0,0
400554710,-3.8139517,0,0,0,0,0,0,0,0,0,0
401060864,-3.8881707,0,0,0,0,0,0,0,0,0,0
401566690,-3.992384,0,0,0,0,0,0,0,0,0,0
402073690,-4.0622907,0,0,0,0,0,0,0,0,0,0
402579690,-4.135076,0,0,0,0,0,0,0,0,0,0
403085722,-4.157655,0,0,0,0,0,0,0,0,0,0
403592838,-4.272045,0,0,0,0,0,0,0,0,0,0
404098690,-4.226029,0,0,0,0,0,0,0,0,0,0
404604882,-4.2657604,0,0,0,0,0,0,0,0,0,0
405110692,-4.2337117,0,0,0,0,0,0,0,0,0,0
405616691,-4.1972594,0,0,0,0,0,0,0,0,0,0
406122861,-4.2087474,0,0,0,0,0,0,0,0,0,0
406628690,-4.1858745,0,0,0,0,0,0,0,0,0,0
407134707,-4.20371,0,0,0,0,0,0,0,0,0,0
407640690,-4.26574,0,0,0,0,0,0,0,0,0,0
408146942,-4.287526,0,0,0,0,0,0,0,0,0,0
408652884,-4.2685637,0,0,0,0,0,0,0,0,0,0
409158740,-4.276514,0,0,0,0,0,0,0,0,0,0
409664691,-4.307452,0,0,0,0,0,0,0,0,0,0
410170691,-4.3378396,0,0,0,0,0,0,0,0,0,0
410434692,-4.3329945,0,0,0,0,0,0,0,0,0,0
410940710,-4.355407,0,0,0,0,0,0,0,0,0,0
411447245,-4.3690495,0,0,0,0,0,0,0,0,0,0
411952831,-4.3390727,0,0,0,0,0,0,0,0,0,0
412041178,-4.3390727,0,0,1,0,0,0,0,0,0,0
412051837,-4.3468103,0,0,1,0,0,0,0,0,0,0
412206000,-4.311421,0,0,0,0,0,0,0,0,0,0
412216832,-4.311421,0,0,0,0,0,0,0,0,0,0
412723146,-3.9974174,0,0,0,0,0,0,0,0,0,0
413184848,-3.4397614,0,0,1,0,0,0,0,0,0,0
413195942,-3.4397614,0,0,1,0,0,0,0,0,0,0
413371832,-3.041432,0,0,1,1,0,0,0,0,0,0
413877723,-2.7569,0,0,1,1,0,0,0,0,0,0
414383730,-2.5085847,0,0,1,1,0,0,0,0,0,0
