timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
385699088,1,0,1,0,0,0,0
386207687,1,0,1,0,0,0,0
386713683,1,0,1,0,0,0,0
387219684,1,0,1,0,0,0,0
387725781,1,0,1,0,0,0,0
388231703,1,0,1,0,0,0,0
388737684,1,0,1,0,0,0,0
389243684,1,0,1,0,0,0,0
389749741,1,0,1,0,0,0,0
390255691,1,0,1,0,0,0,0
390761685,1,0,1,0,0,0,0
390937686,1,0,1,0,0,0,0
391443684,1,0,1,0,0,0,0
391950702,1,0,1,0,0,0,0
392456684,1,0,1,0,0,0,0
392962683,1,0,1,0,0,0,0
393468838,1,0,1,0,0,0,0
393974709,1,0,1,0,0,0,0
394482477,1,0,1,0,0,0,0
394987684,1,0,1,0,0,0,0
395493717,1,0,1,0,0,0,0
395999823,1,0,1,0,0,0,0
396505711,1,0,1,0,0,0,0
397011686,1,0,1,0,0,0,0
397517683,1,0,1,0,0,0,0
398024684,1,0,1,0,0,0,0
398531482,1,0,1,0,0,0,0
399036683,1,0,1,0,0,0,0
399542684,1,0,1,0,0,0,0
400048683,1,0,1,0,0,0,0
400554703,1,0,1,0,0,0,0
401060857,1,0,1,0,0,0,0
401566683,1,0,1,0,0,0,0
402073683,1,0,1,0,0,0,0
402579682,1,0,1,0,0,0,0
403085715,1,0,1,0,0,0,0
403592830,1,0,1,0,0,0,0
404098683,1,0,1,0,0,0,0
404604875,1,0,1,0,0,0,0
405110685,1,0,1,0,0,0,0
405616683,1,0,1,0,0,0,0
406122854,1,0,1,0,0,0,0
406628683,1,0,1,0,0,0,0
407134700,1,0,1,0,0,0,0
407640683,1,0,1,0,0,0,0
408146934,1,0,1,0,0,0,0
408652856,1,0,1,0,0,0,0
409158733,1,0,1,0,0,0,0
409664684,1,0,1,0,0,0,0
410170684,1,0,1,0,0,0,0
410434684,1,0,1,0,0,0,0
410940703,1,0,1,0,0,0,0
411447240,1,0,1,0,0,0,0
411952823,1,0,1,0,0,0,0
412041171,1,0,1,0,0,0,0
412051830,1,0,1,0,0,0,0
412205995,1,0,1,0,0,0,0
412216825,1,0,1,0,0,0,0
412723139,1,0,1,0,0,0,0
413184840,1,0,1,0,0,0,0
413195935,1,0,1,0,0,0,0
413371824,1,0,1,0,0,0,0
413877716,1,0,1,0,0,0,0
414383722,1,0,1,0,0,0,0
414889712,1,0,1,0,0,0,0
415395694,1,0,1,0,0,0,0
415901826,1,0,1,0,0,0,0
416407685,1,0,1,0,0,0,0
416913708,1,0,1,0,0,0,0
417419684,1,0,1,0,0,0,0
417925702,1,0,1,0,0,0,0
418432196,1,0,1,0,0,0,0
418937683,1,0,1,0,0,0,0
419443685,1,0,1,0,0,0,0
419949967,1,0,1,0,0,0,0
420455692,1,0,1,0,0,0,0
420961846,1,0,1,0,0,0,0
421468703,1,0,1,0,0,0,0
421974915,1,0,1,0,0,0,0
422481328,1,0,1,0,0,0,0
422986683,1,0,1,0,0,0,0
423492691,1,0,1,0,0,0,0
423998685,1,0,1,0,0,0,0
424504706,1,0,1,0,0,0,0
425010687,1,0,1,0,0,0,0
425516703,1,0,1,0,0,0,0
426022684,1,0,1,0,0,0,0
426528804,1,0,1,0,0,0,0
427034791,1,0,1,0,0,0,0
427541840,1,0,1,0,0,0,0
428047683,1,0,1,0,0,0,0
428553948,1,0,1,0,0,0,0
429059686,1,0,1,0,0,0,0
429566690,1,0,1,0,0,0,0
430072863,1,0,1,0,0,0,0
430578713,1,0,1,0,0,0,0
431084684,1,0,1,0,0,0,0
431590690,1,0,1,0,0,0,0
432096685,1,0,1,0,0,0,0
432602867,1,0,1,0,0,0,0
433108684,1,0,1,0,0,0,0
433614683,1,0,1,0,0,0,0
434120870,1,0,1,0,0,0,0
434626685,1,0,1,0,0,0,0
434924307,1,0,1,0,0,0,0
434935157,1,0,1,0,0,0,0
434945961,1,0,1,0,0,0,0
435451680,1,0,1,0,0,0,0
435957678,1,0,1,0,0,0,0
436463917,1,0,1,0,0,0,0
436969721,1,0,1,0,0,0,0
437475978,1,0,1,0,0,0,0
437981680,1,0,1,0,0,0,0
438487679,1,0,1,0,0,0,0
438993679,1,0,1,0,0,0,0
439499931,1,0,1,0,0,0,0
440005846,1,0,1,0,0,0,0
440511679,1,0,1,0,0,0,0
441017679,1,0,1,0,0,0,0
441402684,1,0,1,0,0,0,0
