timestamp,time_estimate,safe_time_estimate,valid
384748351,0.0,0.0,0
386768111,0.0,0.0,0
388788102,0.0,0.0,0
390817496,0.0,0.0,0
392866516,122.13663,234.3503,1
394876629,122.36074,234.59682,1
396905971,121.90902,234.09993,1
398925527,121.26053,233.38658,1
400955024,119.417625,231.35939,1
402974690,118.44631,230.29094,1
405014017,118.40318,230.2435,1
407023816,119.61214,231.57335,1
409053234,122.84593,235.13052,1
411092777,121.952835,234.14812,1
413132139,129.23335,242.1567,1
415141812,132.36888,245.60577,1
417161280,131.27357,244.40094,1
419197216,127.21914,239.94106,1
421212252,126.973434,239.67078,1
423237254,126.78915,239.46806,1
425262034,126.61732,239.27905,1
427287226,126.438194,239.08202,1
429318369,127.5037,240.25407,1
431338098,127.36917,240.1061,1
433357585,127.308556,240.03941,1
435397256,127.23543,239.95897,1
437416693,127.13018,239.8432,1
439446121,126.99318,239.6925,1
441455891,126.83297,239.51627,1
443485328,126.616745,239.27843,1
445504981,124.83578,237.31935,1
447524632,124.99685,237.49654,1
449554188,125.93275,238.52603,1
451574039,127.0483,239.75313,1
453603343,127.294235,240.02367,1
455642631,126.96208,239.6583,1
457662283,127.013016,239.71432,1
459691762,127.163445,239.87979,1
461711787,127.68761,240.45638,1
463741072,128.17168,240.98885,1
465760568,128.06712,240.87384,1
467790146,128.03658,240.84024,1
469809775,127.78642,240.56506,1
471839266,127.863464,240.64981,1
473859006,128.22119,241.04332,1
475878647,128.638,241.5018,1
477908097,128.91434,241.80577,1
479927715,129.10583,242.01642,1
481957233,129.18605,242.10466,1
483977072,129.25606,242.18167,1
