timestamp,flight_phase
386727911,0
387732828,0
388737745,0
389742663,0
390747577,0
391752494,0
392757405,0
393762318,0
394767227,0
395772136,0
396777043,0
397781947,0
398786849,0
399791750,0
400796651,0
401801549,0
402806447,0
403811344,0
404816237,0
405821128,0
406826016,0
407830900,0
408835782,0
409840660,0
410845535,0
411850409,0
412855281,0
413860153,0
414865027,0
415869904,0
416874781,0
417879660,0
418884540,0
419884808,0
420892295,0
421899782,0
422907269,0
423914757,0
424922246,0
425929736,0
426937225,0
427944716,0
428952206,0
429957975,0
430962864,0
431967754,0
432972645,0
433977536,0
434982428,0
435987321,0
436992214,0
437997107,0
439002000,0
440006894,0
441011789,0
442016684,0
443021579,0
444026475,0
445031371,0
446036267,0
447041164,0
448046061,0
449050958,0
450055856,0
451060752,0
452065650,0
453070548,0
454075446,0
455080345,0
456085244,0
457090146,0
458095042,0
459099941,0
460104840,0
461109740,0
462114638,0
463119537,0
464124436,0
465129336,0
466134235,0
467139134,0
468144034,0
469148935,0
470153836,0
471158737,0
472163637,0
473168538,0
474173438,0
475178340,0
476183241,0
477188143,0
478193046,0
479197947,0
480202849,0
481207751,0
482212654,0
483217557,0
484222460,0
