timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,termination_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch,payload_power_switch
385688122,385664981,7,4,1,0,0,0,0,0,0,0,0,0,0,0
386710320,386687148,7,4,1,0,0,0,0,0,0,0,0,0,0,0
387732602,387709324,7,4,1,0,0,0,0,0,0,0,0,0,0,0
388752144,388728995,7,4,1,0,0,0,0,0,0,0,0,0,0,0
389774283,389751146,7,4,1,0,0,0,0,0,0,0,0,0,0,0
390793974,390770851,7,4,1,0,0,0,0,0,0,0,0,0,0,0
391813693,391790599,7,4,1,0,0,0,0,0,0,0,0,0,0,0
392833367,392810240,7,4,1,0,0,0,0,0,0,0,0,0,0,0
393853075,393829938,7,4,1,0,0,0,0,0,0,0,0,0,0,0
394872738,394849611,7,4,1,0,0,0,0,0,0,0,0,0,0,0
395872785,395849590,7,4,1,0,0,0,0,0,0,0,0,0,0,0
396892447,396869269,7,4,1,0,0,0,0,0,0,0,0,0,0,0
397914575,397891437,7,4,1,0,0,0,0,0,0,0,0,0,0,0
398934226,398911107,7,4,1,0,0,0,0,0,0,0,0,0,0,0
399953921,399930778,7,4,1,0,0,0,0,0,0,0,0,0,0,0
400973590,400950477,7,4,1,0,0,0,0,0,0,0,0,0,0,0
401976017,401952886,7,4,1,0,0,0,0,0,0,0,0,0,0,0
402995716,402972600,7,4,1,0,0,0,0,0,0,0,0,0,0,0
404015494,403992243,7,4,1,0,0,0,0,0,0,0,0,0,0,0
405035059,405011911,7,4,1,0,0,0,0,0,0,0,0,0,0,0
406054708,406031576,7,4,1,0,0,0,0,0,0,0,0,0,0,0
407074433,407051247,7,4,1,0,0,0,0,0,0,0,0,0,0,0
408094039,408070955,7,4,1,0,0,0,0,0,0,0,0,0,0,0
409113745,409090580,7,4,1,0,0,0,0,0,0,0,0,0,0,0
410133369,410110264,7,4,1,0,0,0,0,0,0,0,0,0,0,0
411153171,411129881,7,4,1,0,0,0,0,0,0,0,0,0,0,0
412175165,412151982,7,4,1,0,0,0,0,0,0,0,0,0,0,0
413197232,413174099,7,4,1,0,0,0,0,0,0,0,0,0,0,0
414219414,414196221,7,4,1,0,0,0,0,0,0,0,0,0,0,0
415239058,415215878,7,4,1,0,0,0,0,0,0,0,0,0,0,0
416261101,416237976,7,4,1,0,0,0,0,0,0,0,0,0,0,0
417261186,417237926,7,4,1,0,0,0,0,0,0,0,0,0,0,0
418280782,418257607,7,4,1,0,0,0,0,0,0,0,0,0,0,0
419300825,419277319,7,4,1,0,0,0,0,0,0,0,0,0,0,0
420148671,420125202,8,4,3,0,0,0,0,0,0,0,0,0,0,0
421168583,421145152,8,4,3,0,0,0,0,0,0,0,0,0,0,0
422188597,422165107,8,4,3,0,0,0,0,0,0,0,0,0,0,0
423208474,423185083,8,4,3,0,0,0,0,0,0,0,0,0,0,0
424226003,424202551,8,4,3,0,0,0,0,0,0,0,0,0,0,0
425241144,425219988,8,4,3,0,0,0,0,0,0,0,0,0,0,0
426260985,426237606,8,4,3,0,0,0,0,0,0,0,0,0,0,0
427278328,427254972,8,4,3,0,0,0,0,0,0,0,0,0,0,0
428298334,428274908,8,4,3,0,0,0,0,0,0,0,0,0,0,0
429317197,429294078,8,4,3,0,0,0,0,0,0,0,0,0,0,0
430336867,430313741,8,4,3,0,0,0,0,0,0,0,0,0,0,0
