timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
385752799,0.0,0.0,0.0
385755242,0.0,0.0,0.0
385957200,0.0,0.0,0.0
386156728,0.0,0.0,0.0
386356224,0.0,0.0,0.0
386555761,0.0,0.0,0.0
386755217,0.0,0.0,0.0
386954727,0.0,0.0,0.0
387154228,0.0,0.0,0.0
387356197,0.0,0.0,0.0
387555720,0.0,0.0,0.0
387752747,0.0,0.0,0.0
387954719,0.0,0.0,0.0
388154221,0.0,0.0,0.0
388353779,0.0,0.0,0.0
388553232,0.0,0.0,0.0
388757685,0.0,0.0,0.0
388957168,0.0,0.0,0.0
389156680,0.0,0.0,0.0
389356178,0.0,0.0,0.0
389555690,0.0,0.0,0.0
389755189,0.0,0.0,0.0
389954699,0.0,0.0,0.0
390156668,0.0,0.0,0.0
390356182,0.0,0.0,0.0
390555693,0.0,0.0,0.0
390755177,0.0,0.0,0.0
390954688,0.0,0.0,0.0
391154201,-0.006884117,0.005469654,0.0021851247
391353699,-0.025751926,-0.026205966,0.012496362
391558125,-0.029296229,-0.041510187,0.013216225
391757631,-0.029789353,-0.05880557,0.00955734
391957148,-0.032314856,-0.07094504,0.005126398
392156641,-0.034374353,-0.08715078,0.002050575
392356145,-0.04082914,-0.09933244,0.00055230263
392555653,-0.047977842,-0.10970492,0.0001996168
392755154,-0.048374955,-0.1225297,0.0008090111
392954664,-0.05967866,-0.13420771,0.0032779677
393156644,-0.062249456,-0.14059243,0.0037127847
393356132,-0.06436079,-0.14696495,0.0017158763
393555639,-0.0658614,-0.14950086,-0.0010836901
393755141,-0.06911419,-0.14818585,-0.0045692916
393954647,-0.06926283,-0.14741795,-0.005726409
394154150,-0.07593139,-0.14494778,-0.0055562966
394358629,-0.08508363,-0.14201605,-0.002922564
394558117,-0.088617794,-0.1416773,-0.00026762564
394757628,-0.092333294,-0.14291047,-0.0018842538
394957145,-0.09242337,-0.14661978,-0.006181328
395156637,-0.10303532,-0.14422067,-0.00971333
395356148,-0.114883356,-0.14676479,-0.012242822
395555692,-0.1272319,-0.14995593,-0.015317918
395755170,-0.13930576,-0.14558023,-0.016892664
395957092,-0.15652598,-0.147234,-0.019289922
396156602,-0.17498013,-0.14464541,-0.018119898
396356116,-0.18493675,-0.14325592,-0.017431248
396555601,-0.19998993,-0.1449662,-0.018118927
396755136,-0.2,-0.14617506,-0.01914926
396954608,-0.2,-0.15705219,-0.01840853
397156577,-0.2,-0.1597581,-0.015596547
397356080,-0.2,-0.16150062,-0.014786825
397555579,-0.2,-0.16072364,-0.018826893
397755081,-0.2,-0.15627104,-0.021284962
397954585,-0.2,-0.15235561,-0.02149468
398154087,-0.2,-0.1565852,-0.02117162
398353591,-0.2,-0.16263281,-0.018547023
398558078,-0.2,-0.15903725,-0.016264327
398757524,-0.2,-0.16048348,-0.017213363
398957025,-0.2,-0.16965646,-0.02189208
399156528,-0.2,-0.17491099,-0.02558319
399356031,-0.2,-0.1793057,-0.02733504
399555535,-0.19973134,-0.18203467,-0.028151954
399755076,-0.19925955,-0.19198038,-0.03053558
399957004,-0.19749662,-0.19767408,-0.031033378
400156505,-0.2,-0.20588303,-0.030457083
400356009,-0.19896363,-0.21880063,-0.031646688
400555513,-0.1905389,-0.22991163,-0.033730734
400755013,-0.19726473,-0.24205457,-0.035267994
400954515,-0.2,-0.2438149,-0.03295338
401154027,-0.2,-0.24717812,-0.030595245
401358432,-0.19940376,-0.24750212,-0.02879749
401557937,-0.19870174,-0.25286958,-0.03247865
